Domain Name,Domain Type,Agency,City,State
CHARLOTTECOUNTYFL.GOV,County,Non-Federal Agency,Port Charlotte,FL
CHEATHAMCOUNTYTN.GOV,County,Non-Federal Agency,Ashland City,TN
CHELANCOUNTYWA.GOV,County,Non-Federal Agency,Wenatchee,WA
CHEROKEECOUNTY-AL.GOV,County,Non-Federal Agency,Centre,AL
CHEROKEECOUNTY-KS.GOV,County,Non-Federal Agency,Columbus,KS
CHEROKEECOUNTYKS.GOV,County,Non-Federal Agency,Columbus,KS
CHEYENNECOUNTY-CO.GOV,County,Non-Federal Agency,CHEYENNE WELLS,CO
CHRISTIANCOUNTYKY.GOV,County,Non-Federal Agency,Hopkinsville,KY
CHRISTIANCOUNTYMO.GOV,County,Non-Federal Agency,Ozark,MO
CLARKCOUNTYNV.GOV,County,Non-Federal Agency,Las Vegas,NV
CLARKCOUNTYOHIO.GOV,County,Non-Federal Agency,Springfield,OH
CLARKECOUNTYMS.GOV,County,Non-Federal Agency,Quitman,MS
CLAYCOUNTYMN.GOV,County,Non-Federal Agency,Moorhead,MN
CLAYCOUNTYMO.GOV,County,Non-Federal Agency,Liberty,MO
CLAYTONCOUNTYGA.GOV,County,Non-Federal Agency,Jonesboro,GA
CLAYTONCOUNTYIA.GOV,County,Non-Federal Agency,Elkader,IA
CLERMONTCOUNTYOHIO.GOV,County,Non-Federal Agency,Batavia,OH
CLINTONCOUNTY-IA.GOV,County,Non-Federal Agency,Clinton,IA
COLUMBIACOUNTYGA.GOV,County,Non-Federal Agency,Evans,GA
COLUMBIACOUNTYNY.GOV,County,Non-Federal Agency,Hudson,NY
CONVERSECOUNTYWY.GOV,County,Non-Federal Agency,Douglas,WY
COOKCOUNTYIL.GOV,County,Non-Federal Agency,Chicago,IL
COOPERCOUNTYMO.GOV,County,Non-Federal Agency,Boonville,MO
CORONADOCA.GOV,County,Non-Federal Agency,Coronado,CA
COSCPINALCOUNTYAZ.GOV,County,Non-Federal Agency,Florence,AZ
COSTILLACOUNTY-CO.GOV,County,Non-Federal Agency,San Luis,CO
COUNTYOFPITT-NC.GOV,County,Non-Federal Agency,Greenville,NC
COVINGTONCOUNTYMS.GOV,County,Non-Federal Agency,Collins,MS
CRAIGCOUNTYVA.GOV,County,Non-Federal Agency,New Castle,VA
CRAVENCOUNTYNC.GOV,County,Non-Federal Agency,New Bern,NC
CRAWFORDCOUNTYKANSAS.GOV,County,Non-Federal Agency,Girard,KS
CULPEPERCOUNTY.GOV,County,Non-Federal Agency,Culpeper,VA
CUMBERLANDCOUNTYTN.GOV,County,Non-Federal Agency,Crossville,TN
CURRITUCKCOUNTYNC.GOV,County,Non-Federal Agency,Currituck,NC
DADECOUNTY-GA.GOV,County,Non-Federal Agency,Trenton,GA
DAKOTACOUNTYMN.GOV,County,Non-Federal Agency,Hastings,MN
DALLASCOUNTY-TX.GOV,County,Non-Federal Agency,Dallas,TX
DALLASCOUNTYIOWA.GOV,County,Non-Federal Agency,Adel,IA
DAVIDSONCOUNTYNC.GOV,County,Non-Federal Agency,Lexington,NC
DAVIECOUNTYNC.GOV,County,Non-Federal Agency,Mocksville,NC
DAVISCOUNTYUT4HEALTH.GOV,County,Non-Federal Agency,Farmington,UT
DAVISUT4HEALTH.GOV,County,Non-Federal Agency,Farmington,UT
DAWSONCOUNTYNE.GOV,County,Non-Federal Agency,Lexington,NE
DCONC.GOV,County,Non-Federal Agency,Durham,NC
DECATURCOUNTYGA.GOV,County,Non-Federal Agency,Bainbridge,GA
DEKALBCOUNTYGA.GOV,County,Non-Federal Agency,Decatur,GA
DEKALBCOUNTYIL.GOV,County,Non-Federal Agency,Sycamore,IL
DESOTOCOUNTYMS.GOV,County,Non-Federal Agency,HERNANDO,MS
DICKINSONCOUNTYMI.GOV,County,Non-Federal Agency,Iron Mountain,MI
DICKSONCOUNTYTN.GOV,County,Non-Federal Agency,Charlotte,TN
DOUGLASCOUNTY-NE.GOV,County,Non-Federal Agency,Omaha,NE
DOUGLASCOUNTYNV.GOV,County,Non-Federal Agency,Minden,NV
DUNNCOUNTYWI.GOV,County,Non-Federal Agency,Menomonie,WI
DUPAGECOUNTY-IL.GOV,County,Non-Federal Agency,Wheaton,IL
DURHAMCOUNTYNC.GOV,County,Non-Federal Agency,Durham,NC
ECTORCOUNTYTX.GOV,County,Non-Federal Agency,Odessa,TX
ERIE.GOV,County,Non-Federal Agency,Buffalo,NY
FAIRFAXCOUNTYVIRGINIA.GOV,County,Non-Federal Agency,Fairfax,VA
FAUQUIERCOUNTY.GOV,County,Non-Federal Agency,Warrenton,VA
FENTRESSCOUNTYTN.GOV,County,Non-Federal Agency,Jamestown,TN
FOARDCOUNTYTX.GOV,County,Non-Federal Agency,Crowell,TX
FORTBENDCOUNTYTX.GOV,County,Non-Federal Agency,Richmond,TX
FRANKLINCOUNTYGA.GOV,County,Non-Federal Agency,Carnesville,GA
FRANKLINCOUNTYIL.GOV,County,Non-Federal Agency,Benton,IL
FRANKLINCOUNTYMAINE.GOV,County,Non-Federal Agency,Farmington,ME
FRANKLINCOUNTYOHIO.GOV,County,Non-Federal Agency,Columbus,OH
FRANKLINCOUNTYPA.GOV,County,Non-Federal Agency,Chambersburg,PA
FRANKLINCOUNTYVA.GOV,County,Non-Federal Agency,Rocky Mount,VA
FREDERICKCOUNTYMD.GOV,County,Non-Federal Agency,Frederick,MD
FREDERICKCOUNTYVA.GOV,County,Non-Federal Agency,Winchester,VA
FRIOCOUNTY-TX.GOV,County,Non-Federal Agency,Pearsall,TX
FULTONCOUNTYGA.GOV,County,Non-Federal Agency,Atlanta,GA
FULTONCOUNTYNY.GOV,County,Non-Federal Agency,Johnstown,NY
GADSDENCOUNTYFL.GOV,County,Non-Federal Agency,Quincy,FL
GALVESTONCOUNTYTX.GOV,County,Non-Federal Agency,Galveston,TX
GARFIELDCOUNTY-CO.GOV,County,Non-Federal Agency,Glenwood Springs,CO
GATESCOUNTYNC.GOV,County,Non-Federal Agency,Gatesville,NC
GEORGECOUNTYMS.GOV,County,Non-Federal Agency,Lucedale,MS
GGSC.GOV,County,Non-Federal Agency,Greenville,SC
GIBSONCOUNTY-IN.GOV,County,Non-Federal Agency,Princeton,IN
GILACOUNTYAZ.GOV,County,Non-Federal Agency,Globe,AZ
GILMERCOUNTY-GA.GOV,County,Non-Federal Agency,Ellijay,GA
GILMERCOUNTYWV.GOV,County,Non-Federal Agency,GLENVILLE,WV
GLOUCESTERCOUNTYNJ.GOV,County,Non-Federal Agency,Woodbury,NJ
GOGEBICCOUNTYMI.GOV,County,Non-Federal Agency,Bessemer,MI
GOLIADCOUNTYTX.GOV,County,Non-Federal Agency,Goliad,TX
GRADYCOUNTYGA.GOV,County,Non-Federal Agency,Cairo,GA
GRANTCOUNTY-OR.GOV,County,Non-Federal Agency,Canyon City,OR
GRANTCOUNTYWA.GOV,County,Non-Federal Agency,Ephrata,WA
GREENECOUNTYGA.GOV,County,Non-Federal Agency,Greensboro,GA
GREENECOUNTYMS.GOV,County,Non-Federal Agency,Leaksville,MS
GREENHARRISCOUNTYTX.GOV,County,Non-Federal Agency,Houston,TX
GREENMCHENRYCOUNTYIL.GOV,County,Non-Federal Agency,Woodstock,IL
GREENMCHENRYCOUNTYILLINOIS.GOV,County,Non-Federal Agency,Woodstock,IL
GREENVILLECOUNTYSC.GOV,County,Non-Federal Agency,Greenville,SC
GREENWOODSC.GOV,County,Non-Federal Agency,Greenwood,SC
GRIGGSCOUNTYND.GOV,County,Non-Federal Agency,Bismarck,ND
GULFCOUNTY-FL.GOV,County,Non-Federal Agency,Port St. Joe,FL
GWINNETTCOUNTYGA.GOV,County,Non-Federal Agency,Lawrenceville,GA
HABERSHAMCOUNTY-GA.GOV,County,Non-Federal Agency,Clarkesville,GA
HAINESALASKA.GOV,County,Non-Federal Agency,Haines,AK
HALIFAXCOUNTYVA.GOV,County,Non-Federal Agency,Halifax,VA
HALLCOUNTYGA.GOV,County,Non-Federal Agency,Gainesville,GA
HALLCOUNTYNE.GOV,County,Non-Federal Agency,Grand Island,NE
HAMBLENCOUNTYTN.GOV,County,Non-Federal Agency,Morristown,TN
HAMILTONCOUNTYFLORIDA.GOV,County,Non-Federal Agency,Jasper,FL
HAMILTONCOUNTYNY.GOV,County,Non-Federal Agency,Lake Pleasent,NY
HAMILTONCOUNTYOHIO.GOV,County,Non-Federal Agency,Cincinnati,OH
HANCOCKCOUNTYGA.GOV,County,Non-Federal Agency,Sparta,GA
HANCOCKCOUNTYMS.GOV,County,Non-Federal Agency,Bay St. Louis,MS
HARALSONCOUNTYGA.GOV,County,Non-Federal Agency,Buchanan,GA
HARDINCOUNTYIA.GOV,County,Non-Federal Agency,Eldora,IA
HARRISCOUNTYGA.GOV,County,Non-Federal Agency,Hamilton,GA
HARRISCOUNTYTX.GOV,County,Non-Federal Agency,Houston,TX
HARTCOUNTYGA.GOV,County,Non-Federal Agency,Hartwell,GA
HAWAIICOUNTY.GOV,County,Non-Federal Agency,Hilo,HI
HAWKINSCOUNTYTN.GOV,County,Non-Federal Agency,Rogersville,TN
HAYWOODCOUNTYNC.GOV,County,Non-Federal Agency,Waynesville,NC
HENDERSONCOUNTYTN.GOV,County,Non-Federal Agency,Lexington,TN
HENRYCOUNTYVA.GOV,County,Non-Federal Agency,Martinsville,VA
HERTFORDCOUNTYNC.GOV,County,Non-Federal Agency,Winton,NC
HINSDALECOUNTY-CO.GOV,County,Non-Federal Agency,Lake City,CO
HOWARDCOUNTYMARYLAND.GOV,County,Non-Federal Agency,Ellicott City,MD
HOWARDCOUNTYMD.GOV,County,Non-Federal Agency,Ellicott City,MD
HURONCOUNTY-OH.GOV,County,Non-Federal Agency,Norwalk,OH
HYDECOUNTYNC.GOV,County,Non-Federal Agency,Swanquarter,NC
ISSAQUENACOUNTYMS.GOV,County,Non-Federal Agency,Mayersville,MS
JACKSONCOGA.GOV,County,Non-Federal Agency,Jefferson,GA
JACKSONCOUNTY-IL.GOV,County,Non-Federal Agency,Murphysboro,IL
JAMESCITYCOUNTYVA.GOV,County,Non-Federal Agency,Williamsburg,VA
JASPERCOUNTYIN.GOV,County,Non-Federal Agency,Rensselaer,IN
JASPERCOUNTYSC.GOV,County,Non-Federal Agency,Ridgeland,SC
JEFFERSONCOUNTY-MT.GOV,County,Non-Federal Agency,Boulder,MT
JEFFERSONCOUNTYFL.GOV,County,Non-Federal Agency,Monticello,FL
JEFFERSONCOUNTYGA.GOV,County,Non-Federal Agency,LOUISVILLE,GA
JEFFERSONCOUNTYMS.GOV,County,Non-Federal Agency,Fayette,MS
JEFFERSONCOUNTYTN.GOV,County,Non-Federal Agency,Dandridge,TN
JEFFERSONCOUNTYWI.GOV,County,Non-Federal Agency,Jefferson,WI
JENNINGSCOUNTY-IN.GOV,County,Non-Federal Agency,Vernon,IN
JIMWELLSCOUNTY-TX.GOV,County,Non-Federal Agency,Alice,TX
JONESCOUNTYNC.GOV,County,Non-Federal Agency,Trenton,NC
KAUAI.GOV,County,Non-Federal Agency,Lihue,HI
KENNEBECCOUNTY-ME.GOV,County,Non-Federal Agency,Augusta,ME
KERNCOG-CA.GOV,County,Non-Federal Agency,Bakersfield,CA
KINGCOUNTY.GOV,County,Non-Federal Agency,Seattle,WA
KINGGEORGECOUNTYVA.GOV,County,Non-Federal Agency,King George,VA
KINGSBURYNY.GOV,County,Non-Federal Agency,Hudson Falls,NY
KNOXCOUNTYMAINE.GOV,County,Non-Federal Agency,Rockland,ME
LACOUNTY.GOV,County,Non-Federal Agency,Downey,CA
LAKECOUNTYCA.GOV,County,Non-Federal Agency,Lakeport,CA
LAKECOUNTYIL.GOV,County,Non-Federal Agency,Waukegan,IL
LAKECOUNTYOHIO.GOV,County,Non-Federal Agency,Painesville,OH
LAKEMT.GOV,County,Non-Federal Agency,Polson,MT
LAPAZCOUNTYAZ.GOV,County,Non-Federal Agency,Parker,AZ
LAUDERDALECOUNTYAL.GOV,County,Non-Federal Agency,Florence,AL
LAWRENCECOUNTYTN.GOV,County,Non-Federal Agency,Lawrenceburg,TN
LCCOUNTYMT.GOV,County,Non-Federal Agency,Helena,MT
LEE-COUNTY-FL.GOV,County,Non-Federal Agency,Fort Myers,FL
LEECOUNTYNC.GOV,County,Non-Federal Agency,Sanford,NC
LEONCOUNTYFL.GOV,County,Non-Federal Agency,Tallahassee,FL
LEWISCOUNTYWA.GOV,County,Non-Federal Agency,Chehalis,WA
LIBERTYCOUNTY-GA.GOV,County,Non-Federal Agency,Hinesville,GA
LIMESTONECOUNTY-AL.GOV,County,Non-Federal Agency,Athens,AL
LIMESTONECOUNTYEMA-AL.GOV,County,Non-Federal Agency,Athens,AL
LINCOLNCOUNTYNM.GOV,County,Non-Federal Agency,Carrizozo,NM
LIVINGSTONCOUNTYIL.GOV,County,Non-Federal Agency,Pontiac,IL
LIVINGSTONPARISHLA.GOV,County,Non-Federal Agency,Livingston,LA
LOGANCOUNTYCO.GOV,County,Non-Federal Agency,Sterling,CO
LOUDONCOUNTY-TN.GOV,County,Non-Federal Agency,Loudon,TN
LOUDOUN.GOV,County,Non-Federal Agency,Leesburg,VA
LOWNDESCOUNTYGA.GOV,County,Non-Federal Agency,Valdosta,GA
LUCASCOUNTYOH.GOV,County,Non-Federal Agency,Toledo,OH
LUMPKINCOUNTY.GOV,County,Non-Federal Agency,Dahlonega,GA
MACOMBCOUNTYMI.GOV,County,Non-Federal Agency,Mount Clemens,MI
MACONBIBBCOUNTYGA.GOV,County,Non-Federal Agency,Macon,GA
MACONCOUNTYGA.GOV,County,Non-Federal Agency,Oglethorpe,GA
MACONCOUNTYTN.GOV,County,Non-Federal Agency,Lafayette,TN
MACOUPINCOUNTYIL.GOV,County,Non-Federal Agency,Carlinville,IL
MADISONCOUNTYAL.GOV,County,Non-Federal Agency,Huntsville,AL
MADISONCOUNTYNC.GOV,County,Non-Federal Agency,Marshall,NC
MAHONINGCOUNTYOH.GOV,County,Non-Federal Agency,Youngstown,OH
MANISTEECOUNTYMI.GOV,County,Non-Federal Agency,Manistee,MI
MARIONCOUNTY-MO.GOV,County,Non-Federal Agency,Hannibal,MO
MARSHALLCOUNTYKY.GOV,County,Non-Federal Agency,Benton,KY
MATHEWSCOUNTYVA.GOV,County,Non-Federal Agency,Mathews,VA
MAUICOUNTY-HI.GOV,County,Non-Federal Agency,Wailuku,HI
MAUICOUNTY.GOV,County,Non-Federal Agency,Wailuku,HI
MCCRACKENCOUNTYKY.GOV,County,Non-Federal Agency,Paducah,KY
MCDONALDCOUNTYMO.GOV,County,Non-Federal Agency,Pineville,MO
MCHENRYCOUNTYIL.GOV,County,Non-Federal Agency,Woodstock,IL
MCHENRYCOUNTYILLINOIS.GOV,County,Non-Federal Agency,Woodstock,IL
MCINTOSHCOUNTY-GA.GOV,County,Non-Federal Agency,Darien,GA
MCLEANCOUNTYIL.GOV,County,Non-Federal Agency,Bloomington,IL
MCLEANCOUNTYND.GOV,County,Non-Federal Agency,Washburn,ND
MCMINNCOUNTYTN.GOV,County,Non-Federal Agency,Athens,TN
MEADEKY.GOV,County,Non-Federal Agency,Brandenburg,KY
MECKLENBURGCOUNTYNC.GOV,County,Non-Federal Agency,Charlotte,NC
MEETEETSECD-WY.GOV,County,Non-Federal Agency,Meeteetse,WY
MERCEDCOUNTYCA.GOV,County,Non-Federal Agency,Merced,CA
MERIWETHERCOUNTYGA.GOV,County,Non-Federal Agency,Greenville,GA
MIAMI-DADE.GOV,County,Non-Federal Agency,Miami,FL
MIAMICOUNTYIN.GOV,County,Non-Federal Agency,Peru,IN
MIAMICOUNTYOHIO.GOV,County,Non-Federal Agency,Troy,OH
MIAMIDADE.GOV,County,Non-Federal Agency,Miami,FL
MIAMIDADECOUNTY-FL.GOV,County,Non-Federal Agency,Miami,FL
MIAMIDADECOUNTYFL.GOV,County,Non-Federal Agency,Miami,FL
MILWAUKEECOUNTY-WI.GOV,County,Non-Federal Agency,Milwaukee,WI
MILWAUKEECOUNTYWI.GOV,County,Non-Federal Agency,Milwaukee,WI
MOBILECOUNTYAL.GOV,County,Non-Federal Agency,Mobile,AL
MONROECOUNTY-FL.GOV,County,Non-Federal Agency,Key West,FL
MONROECOUNTY.GOV,County,Non-Federal Agency,Rochester,NY
MONROECOUNTYAL.GOV,County,Non-Federal Agency,Monroeville,AL
MONTGOMERYCOUNTYGA.GOV,County,Non-Federal Agency,mt. vernon,GA
MONTGOMERYCOUNTYMD.GOV,County,Non-Federal Agency,Rockville,MD
MONTGOMERYCOUNTYVA.GOV,County,Non-Federal Agency,Christiansburg,VA
MORGANCOUNTY-OH.GOV,County,Non-Federal Agency,McConnelsville,OH
MORGANCOUNTYTN.GOV,County,Non-Federal Agency,wartburg,TN
MORGANCOUNTYWV.GOV,County,Non-Federal Agency,Berkeley Springs,WV
MORRISCOUNTYNJ.GOV,County,Non-Federal Agency,Morristown,NJ
MORROWCOUNTYOHIO.GOV,County,Non-Federal Agency,Mount Gilead,OH
NAVAJOCOUNTYAZ.GOV,County,Non-Federal Agency,Holbrook,AZ
NOBLECOUNTYOHIO.GOV,County,Non-Federal Agency,Caldwell,OH
OAKLANDCOUNTYMI.GOV,County,Non-Federal Agency,Pontiac,MI
OGEMAWCOUNTYMI.GOV,County,Non-Federal Agency,West Branch,MI
OHIOCOUNTYKY.GOV,County,Non-Federal Agency,Hartford,KY
OHIOCOUNTYWV.GOV,County,Non-Federal Agency,Wheeling,WV
OLDHAMCOUNTYKY.GOV,County,Non-Federal Agency,La Grange,KY
ORANGECOUNTY-VA.GOV,County,Non-Federal Agency,ORANGE,VA
ORANGECOUNTYNC.GOV,County,Non-Federal Agency,Hillsborough,NC
ORANGECOUNTYVA.GOV,County,Non-Federal Agency,Orange,VA
ORLEANSCOUNTYNY.GOV,County,Non-Federal Agency,Albion,NY
OSWEGOCOUNTYNY.GOV,County,Non-Federal Agency,Oswego,NY
OTSEGOCOUNTYMI.GOV,County,Non-Federal Agency,Gaylord,MI
OURAYCOUNTYCO.GOV,County,Non-Federal Agency,Ouray,CO
PARKECOUNTY-IN.GOV,County,Non-Federal Agency,Rockville,IN
PENDERCOUNTYNC.GOV,County,Non-Federal Agency,Burgaw,NC
PERQUIMANSCOUNTYNC.GOV,County,Non-Federal Agency,Hertford,NC
PICKENSCOUNTYGA.GOV,County,Non-Federal Agency,Jasper,GA
PIERCECOUNTYGA.GOV,County,Non-Federal Agency,Blackshear,GA
PIERCECOUNTYND.GOV,County,Non-Federal Agency,Rugby,ND
PIERCECOUNTYWA.GOV,County,Non-Federal Agency,Tacoma,WA
PIKECOUNTY-MO.GOV,County,Non-Federal Agency,Bowling Green,MO
PIKECOUNTYKY.GOV,County,Non-Federal Agency,Pikeville,KY
PIMA.GOV,County,Non-Federal Agency,Tucson,AZ
PINALCOUNTYAZ.GOV,County,Non-Federal Agency,Florence,AZ
PINELLAS.GOV,County,Non-Federal Agency,Clearwater,FL
PITTCOUNTY-NC.GOV,County,Non-Federal Agency,Greenville,NC
PITTCOUNTYNC.GOV,County,Non-Federal Agency,Greenville,NC
PITTSYLVANIACOUNTYVA.GOV,County,Non-Federal Agency,Chatham,VA
PLYMOUTHCOUNTY-MA.GOV,County,Non-Federal Agency,Plymouth,MA
POLKCOUNTYIOWA.GOV,County,Non-Federal Agency,Des Moines,IA
PORTAGECOUNTYWI.GOV,County,Non-Federal Agency,Stevens Point,WI
POSEYCOUNTYIN.GOV,County,Non-Federal Agency,Mount Vernon,IN
POTTAWATTAMIECOUNTY-IA.GOV,County,Non-Federal Agency,COUNCIL BLUFFS,IA
POTTCOUNTY-IA.GOV,County,Non-Federal Agency,COUNCIL BLUFFS,IA
POWELLCOUNTYMT.GOV,County,Non-Federal Agency,Deer Lodge,MT
PRESTONCOUNTYWV.GOV,County,Non-Federal Agency,Kingwood,WV
PRINCEGEORGESCOUNTYMD.GOV,County,Non-Federal Agency,Largo,MD
PUEBLOCOUNTYCO.GOV,County,Non-Federal Agency,Pueblo,CO
PUTNAMCOUNTYNY.GOV,County,Non-Federal Agency,Carmel,NY
PUTNAMCOUNTYOHIO.GOV,County,Non-Federal Agency,Ottawa,OH
QUAYCOUNTY-NM.GOV,County,Non-Federal Agency,Tucumcari,NM
RANDOLPHCOUNTY-MO.GOV,County,Non-Federal Agency,Huntsville,MO
RANDOLPHCOUNTYALABAMA.GOV,County,Non-Federal Agency,Wedowee,AL
RANDOLPHCOUNTYNC.GOV,County,Non-Federal Agency,Asheboro,NC
RAPPAHANNOCKCOUNTYVA.GOV,County,Non-Federal Agency,Washington,VA
READYALBANYCOUNTY-NY.GOV,County,Non-Federal Agency,Albany,NY
READYHARRISCOUNTYTX.GOV,County,Non-Federal Agency,Houston,TX
READYMCHENRYCOUNTYIL.GOV,County,Non-Federal Agency,Woodstock,IL
READYMCHENRYCOUNTYILLINOIS.GOV,County,Non-Federal Agency,Woodstock,IL
REYNOLDSCOUNTY-MO.GOV,County,Non-Federal Agency,Centerville,MO
RILEYCOUNTYKS.GOV,County,Non-Federal Agency,Manhattan,KS
ROANECOUNTYTN.GOV,County,Non-Federal Agency,Kingston,TN
ROCKCOUNTY-WI.GOV,County,Non-Federal Agency,Janesville,WI
ROCKDALECOUNTYGA.GOV,County,Non-Federal Agency,Conyers,GA
ROSEBUDCOUNTYMT.GOV,County,Non-Federal Agency,Forsyth,MT
ROSSCOUNTYOHIO.GOV,County,Non-Federal Agency,Chillicothe,OH
RUTHERFORDCOUNTYNC.GOV,County,Non-Federal Agency,Rutherfordton,NC
RUTHERFORDCOUNTYTN.GOV,County,Non-Federal Agency,Murfreesboro,TN
SAGUACHECOUNTY-CO.GOV,County,Non-Federal Agency,Saguache,CO
SALEMCOUNTYNJ.GOV,County,Non-Federal Agency,Salem,NJ
