Domain Name,Domain Type,Agency,City,State
BELMONT-MA.GOV,City,Non-Federal Agency,Belmont,MA
BELMONT.GOV,City,Non-Federal Agency,Belmont,CA
BELOITWI.GOV,City,Non-Federal Agency,Beloit,WI
BELTONPARKSMO.GOV,City,Non-Federal Agency,Belton,MO
BELTONTEXAS.GOV,City,Non-Federal Agency,Belton,TX
BENBROOK-TX.GOV,City,Non-Federal Agency,Benbrook,TX
BENDOREGON.GOV,City,Non-Federal Agency,Bend,OR
BENSALEMPA.GOV,City,Non-Federal Agency,Bensalem,PA
BENSONAZ.GOV,City,Non-Federal Agency,Benson,AZ
BENTONCHARTERTOWNSHIP-MI.GOV,City,Non-Federal Agency,Benton Harbor,MI
BENTONIL.GOV,City,Non-Federal Agency,Benton,IL
BEREAKY.GOV,City,Non-Federal Agency,Berea,KY
BERKELEYHEIGHTSTWPNJ.GOV,City,Non-Federal Agency,Berkeley Heights,NJ
BERLINMD.GOV,City,Non-Federal Agency,Berlin,MD
BERLINNH.GOV,City,Non-Federal Agency,Berlin,NH
BERNCO.GOV,City,Non-Federal Agency,Albuquerque,NM
BERRYVILLEVA.GOV,City,Non-Federal Agency,Berryville,VA
BERTHOLD-ND.GOV,City,Non-Federal Agency,Berthold,ND
BERWYN-IL.GOV,City,Non-Federal Agency,Berwyn,IL
BERWYNHEIGHTSMD.GOV,City,Non-Federal Agency,Berwyn Heights,MD
BETHANYBEACH-DE.GOV,City,Non-Federal Agency,Bethany Beach,DE
BETHEL-CT.GOV,City,Non-Federal Agency,Bethel,CT
BETHEL-OH.GOV,City,Non-Federal Agency,Bethel,OH
BETHLEHEM-PA.GOV,City,Non-Federal Agency,Bethlehem,PA
BEVERLYHILLS-CA.GOV,City,Non-Federal Agency,Beverly Hills,CA
BEVERLYHILLSCA.GOV,City,Non-Federal Agency,Beverly Hills,CA
BEVERLYMA.GOV,City,Non-Federal Agency,Beverly,MA
BHTX.GOV,City,Non-Federal Agency,Balcones Heights,TX
BIGFLATSNY.GOV,City,Non-Federal Agency,Big Flats,NY
BIGGS-CA.GOV,City,Non-Federal Agency,Biggs,CA
BIGSANDYTX.GOV,City,Non-Federal Agency,Big Sandy,TX
BINGHAMTON-NY.GOV,City,Non-Federal Agency,Binghamton,NY
BIRMINGHAMAL.GOV,City,Non-Federal Agency,Birmingham,AL
BISBEEAZ.GOV,City,Non-Federal Agency,Bisbee,AZ
BISCAYNEPARKFL.GOV,City,Non-Federal Agency,Biscayne Park,FL
BISMARCKND.GOV,City,Non-Federal Agency,Bismarck,ND
BIXBYOK.GOV,City,Non-Federal Agency,Bixby,OK
BLACKSBURG.GOV,City,Non-Federal Agency,Blacksburg,VA
BLAINEMN.GOV,City,Non-Federal Agency,Blaine,MN
BLAIRSVILLE-GA.GOV,City,Non-Federal Agency,Blairsville,GA
BLANDING-UT.GOV,City,Non-Federal Agency,Blanding,UT
BLENDONTOWNSHIP-MI.GOV,City,Non-Federal Agency,Hudsonville,MI
BLISSFIELDMICHIGAN.GOV,City,Non-Federal Agency,Blissfield,MI
BLOOMFIELD-CT.GOV,City,Non-Federal Agency,BLOOMFIELD,CT
BLOOMFIELDCT.GOV,City,Non-Federal Agency,BLOOMFIELD,CT
BLOOMINGDALE-GA.GOV,City,Non-Federal Agency,Bloomingdale,GA
BLOOMINGTON-MN.GOV,City,Non-Federal Agency,Bloomington,MN
BLOOMINGTONMN.GOV,City,Non-Federal Agency,Bloomington,MN
BOCARATON-FL.GOV,City,Non-Federal Agency,Boca Raton,FL
BOERNE-TX.GOV,City,Non-Federal Agency,BOERNE,TX
BOISEIDAHO.GOV,City,Non-Federal Agency,Boise,ID
BOLTON-MA.GOV,City,Non-Federal Agency,Bolton,MA
BONNEYTEXAS.GOV,City,Non-Federal Agency,Bonney,TX
BOONEVILLE-MS.GOV,City,Non-Federal Agency,Booneville,MS
BORGERTX.GOV,City,Non-Federal Agency,Borger,TX
BOSQUEFARMSNM.GOV,City,Non-Federal Agency,Bosque Farms,NM
BOSTON.GOV,City,Non-Federal Agency,Boston,MA
BOTHELLWA.GOV,City,Non-Federal Agency,Bothell,WA
BOULDER-CO.GOV,City,Non-Federal Agency,Boulder,CO
BOULDERCOLORADO.GOV,City,Non-Federal Agency,Boulder,CO
BOUNTIFULUTAH.GOV,City,Non-Federal Agency,Bountiful,UT
BOURBON-IN.GOV,City,Non-Federal Agency,Bremen,IN
BOW-NH.GOV,City,Non-Federal Agency,Bow,NH
BOWERSDE.GOV,City,Non-Federal Agency,"Frederica,",DE
BOWLINGGREEN-MO.GOV,City,Non-Federal Agency,Bowling Green,MO
BOWLINGGREENKY.GOV,City,Non-Federal Agency,Bowling Green,KY
BOWMAR.GOV,City,Non-Federal Agency,Bow Mar,CO
BOWNH.GOV,City,Non-Federal Agency,Bow,NH
BOXBOROUGH-MA.GOV,City,Non-Federal Agency,Boxborough,MA
BOYLSTON-MA.GOV,City,Non-Federal Agency,Boylston,MA
BRADLEYBEACHNJ.GOV,City,Non-Federal Agency,Bradley Beach,NJ
BRAINTREEMA.GOV,City,Non-Federal Agency,Braintree,MA
BRANFORD-CT.GOV,City,Non-Federal Agency,Branford,CT
BRANSONMO.GOV,City,Non-Federal Agency,Branson,MO
BRAWLEY-CA.GOV,City,Non-Federal Agency,Brawley,CA
BRECKENRIDGETX.GOV,City,Non-Federal Agency,Breckenridge,TX
BREMENGA.GOV,City,Non-Federal Agency,Bremen,GA
BREMERTONWA.GOV,City,Non-Federal Agency,Bremerton,WA
BRENTWOOD-TN.GOV,City,Non-Federal Agency,Brentwood,TN
BRENTWOODCA.GOV,City,Non-Federal Agency,Brentwood,CA
BRENTWOODMD.GOV,City,Non-Federal Agency,Brentwood,MD
BRENTWOODNH.GOV,City,Non-Federal Agency,Brentwood,NH
BRENTWOODTN.GOV,City,Non-Federal Agency,Brentwood,TN
BREWERMAINE.GOV,City,Non-Federal Agency,Brewer,ME
BREWSTER-MA.GOV,City,Non-Federal Agency,Brewster,MA
BREWSTERVILLAGE-NY.GOV,City,Non-Federal Agency,Brewster,NY
BRICKTOWNSHIP-NJ.GOV,City,Non-Federal Agency,Brick,NJ
BRIDGEPORTCT.GOV,City,Non-Federal Agency,Bridgeport,CT
BRIDGEPORTWV.GOV,City,Non-Federal Agency,Bridgeport,WV
BRIDGEVIEW-IL.GOV,City,Non-Federal Agency,Bridgeview,IL
BRIDGEWATERNJ.GOV,City,Non-Federal Agency,Bridgewater,NJ
BRIGHTONCO.GOV,City,Non-Federal Agency,Brighton,CO
BRIMFIELDOHIO.GOV,City,Non-Federal Agency,Kent,OH
BRISTOLCT.GOV,City,Non-Federal Agency,Bristol,CT
BRLA.GOV,City,Non-Federal Agency,Baton Rouge,LA
BROADVIEW-IL.GOV,City,Non-Federal Agency,Broadview,IL
BROCKTON-MA.GOV,City,Non-Federal Agency,Brockton,MA
BROKENARROWOK.GOV,City,Non-Federal Agency,Broken Arrow,OK
BROOKFIELD-WI.GOV,City,Non-Federal Agency,Brookfield,WI
BROOKFIELDCT.GOV,City,Non-Federal Agency,Brookfield,CT
BROOKFIELDIL.GOV,City,Non-Federal Agency,Brookfield ,IL
BROOKHAVENGA.GOV,City,Non-Federal Agency,Dunwoody,GA
BROOKHAVENNY.GOV,City,Non-Federal Agency,Farmingville,NY
BROOKLINEMA.GOV,City,Non-Federal Agency,Brookline,MA
BROOKLYNOHIO.GOV,City,Non-Federal Agency,Brooklyn,OH
BROOKLYNWI.GOV,City,Non-Federal Agency,Brooklyn,WI
BROWNSVILLETN.GOV,City,Non-Federal Agency,Brownsville,TN
BROWNWOODTEXAS.GOV,City,Non-Federal Agency,Brownwood,TX
BRUNSWICKMD.GOV,City,Non-Federal Agency,Brunswick,MD
BRYANTX.GOV,City,Non-Federal Agency,Bryan,TX
BRYCECANYONCITYUT.GOV,City,Non-Federal Agency,Bryce Canyon City,UT
BRYSONCITYNC.GOV,City,Non-Federal Agency,Bryson City,NC
BUCHANAN-VA.GOV,City,Non-Federal Agency,BUCHANAN,VA
BUCKEYEAZ.GOV,City,Non-Federal Agency,Buckeye,AZ
BUCKSPORTMAINE.GOV,City,Non-Federal Agency,Bucksport,ME
BUENAVISTACO.GOV,City,Non-Federal Agency,Buena Vista,CO
BULLHEADCITYAZ.GOV,City,Non-Federal Agency,Bullhead City,AZ
BULVERDETX.GOV,City,Non-Federal Agency,Bulverde,TX
BUNKERHILLTX.GOV,City,Non-Federal Agency,HOUSTON,TX
BURBANKCA.GOV,City,Non-Federal Agency,Burbank,CA
BURBANKIL.GOV,City,Non-Federal Agency,Burbank,IL
BURIENWA.GOV,City,Non-Federal Agency,Burien,WA
BURKITTSVILLE-MD.GOV,City,Non-Federal Agency,Burkittsville,MD
BURLINGTON-WI.GOV,City,Non-Federal Agency,Burlington,WI
BURLINGTONKANSAS.GOV,City,Non-Federal Agency,Burlington,KS
BURLINGTONNC.GOV,City,Non-Federal Agency,Burlington,NC
BURLINGTONND.GOV,City,Non-Federal Agency,Burlington,ND
BURLINGTONVT.GOV,City,Non-Federal Agency,Burlington,VT
BURLINGTONWA.GOV,City,Non-Federal Agency,Burlington,WA
BURNSHARBOR-IN.GOV,City,Non-Federal Agency,Burns Harbor,IN
BURNSVILLEMN.GOV,City,Non-Federal Agency,Burnsville,MN
BURR-RIDGE.GOV,City,Non-Federal Agency,Burr Ridge,IL
BURRILLVILLE-RI.GOV,City,Non-Federal Agency,Harrisville,RI
BURTONMI.GOV,City,Non-Federal Agency,Burton,MI
BUTLERWI.GOV,City,Non-Federal Agency,Butler,WI
BYESVILLEOH.GOV,City,Non-Federal Agency,Byesville,OH
CABOTAR.GOV,City,Non-Federal Agency,Cabot,AR
CABQ.GOV,City,Non-Federal Agency,Albuquerque,NM
CALAISVERMONT.GOV,City,Non-Federal Agency,East Calais,VT
CALDWELLTX.GOV,City,Non-Federal Agency,Caldwell,TX
CALEDONIAMN.GOV,City,Non-Federal Agency,Caledonia,MN
CALIFORNIACITY-CA.GOV,City,Non-Federal Agency,California City,CA
CALUMETTWP-IN.GOV,City,Non-Federal Agency,Gary,IN
CAMBRIDGEMA.GOV,City,Non-Federal Agency,Cambridge,MA
CAMBRIDGENY.GOV,City,Non-Federal Agency,Cambridge,NY
CAMDENMAINE.GOV,City,Non-Federal Agency,Camden,ME
CAMDENTN.GOV,City,Non-Federal Agency,Camden,TN
CAMPBELLCA.GOV,City,Non-Federal Agency,Campbell,CA
CAMPBELLOHIO.GOV,City,Non-Federal Agency,Campbell,OH
CANALWINCHESTEROHIO.GOV,City,Non-Federal Agency,Canal Winchester,OH
CANANDAIGUANEWYORK.GOV,City,Non-Federal Agency,Canandaigua,NY
CANNONFALLSMN.GOV,City,Non-Federal Agency,Cannon Falls,MN
CANTONOHIO.GOV,City,Non-Federal Agency,Canton,OH
CANTONTWP-OH.GOV,City,Non-Federal Agency,Canton,OH
CANTONTX.GOV,City,Non-Federal Agency,Canton,TX
CAPECORALFL.GOV,City,Non-Federal Agency,Cape Coral,FL
CARLISLEMA.GOV,City,Non-Federal Agency,Carlisle,MA
CARLSBADCA.GOV,City,Non-Federal Agency,Carlsbad,CA
CARNATIONWA.GOV,City,Non-Federal Agency,Carnation,WA
CARNEGIEOK.GOV,City,Non-Federal Agency,Carnegie,OK
CARNEYSPOINTNJ.GOV,City,Non-Federal Agency,Carneys Point,NJ
CARRBORONC.GOV,City,Non-Federal Agency,Carrboro,NC
CARROLLTON-GA.GOV,City,Non-Federal Agency,Carrollton,GA
CARTERLAKE-IA.GOV,City,Non-Federal Agency,Carter Lake,IA
CARTERSVILLEGA.GOV,City,Non-Federal Agency,Cartersville,GA
CARTHAGEMO.GOV,City,Non-Federal Agency,Carthage,MO
CARVERMA.GOV,City,Non-Federal Agency,Carver,MA
CARYNC.GOV,City,Non-Federal Agency,Cary,NC
CASAGRANDEAZ.GOV,City,Non-Federal Agency,Casa Grande,AZ
CASPERWY.GOV,City,Non-Federal Agency,Casper,WY
CASTROVILLETX.GOV,City,Non-Federal Agency,Castroville,TX
CATHEDRALCITY.GOV,City,Non-Federal Agency,Cathedral City,CA
CAVESPRINGSAR.GOV,City,Non-Federal Agency,Cave Springs,AR
CECILTONMD.GOV,City,Non-Federal Agency,Cecilton ,MD
CECILTOWNSHIP-PA.GOV,City,Non-Federal Agency,Cecil,PA
CEDARHURST.GOV,City,Non-Federal Agency,cedarhurst,NY
CEDARPARKTEXAS.GOV,City,Non-Federal Agency,Cedar Park,TX
CEDARRAPIDS-IA.GOV,City,Non-Federal Agency,Cedar Rapids,IA
CEDARTOWNGEORGIA.GOV,City,Non-Federal Agency,Cedartown,GA
CELINA-TX.GOV,City,Non-Federal Agency,Celina,TX
CENTENNIALCO.GOV,City,Non-Federal Agency,Centennial,CO
CENTERCO.GOV,City,Non-Federal Agency,Center,CO
CENTERLINE.GOV,City,Non-Federal Agency,Center Line,MI
CENTERVILLEOHIO.GOV,City,Non-Federal Agency,Centerville,OH
CENTERVILLETX.GOV,City,Non-Federal Agency,College Station,TX
CENTRAL-LA.GOV,City,Non-Federal Agency,Central,LA
CENTRALPOINTOREGON.GOV,City,Non-Federal Agency,Central Point,OR
CGAZ.GOV,City,Non-Federal Agency,Casa Grande,AZ
CHADDSFORDPA.GOV,City,Non-Federal Agency,Chadds Ford,PA
CHAMBERSBURGPA.GOV,City,Non-Federal Agency,Chambersburg,PA
CHAMBLEEGA.GOV,City,Non-Federal Agency,Chamblee,GA
CHAMPAIGN-IL.GOV,City,Non-Federal Agency,Champaign,IL
CHAMPAIGNIL.GOV,City,Non-Federal Agency,Champaign,IL
CHANDLERAZ.GOV,City,Non-Federal Agency,Chandler,AZ
CHARLESTON-SC.GOV,City,Non-Federal Agency,Charleston,SC
CHARLESTONWV.GOV,City,Non-Federal Agency,Charleston,WV
CHARLESTOWN-NH.GOV,City,Non-Federal Agency,Charlestown,NH
CHARLOTTENC.GOV,City,Non-Federal Agency,Charlotte,NC
CHARLOTTESVILLEVA.GOV,City,Non-Federal Agency,Charlottesville,VA
CHATHAM-MA.GOV,City,Non-Federal Agency,Chatham,MA
CHATHAM-VA.GOV,City,Non-Federal Agency,Chatham,VA
CHATHAMTOWNSHIP-NJ.GOV,City,Non-Federal Agency,Chatham,NJ
CHATSWORTHGA.GOV,City,Non-Federal Agency,Chatsworth,GA
CHATTANOOGA.GOV,City,Non-Federal Agency,Chattanooga,TN
CHELSEAMA.GOV,City,Non-Federal Agency,Chelsea,MA
CHESAPEAKEBEACHMD.GOV,City,Non-Federal Agency,Chesapeake Beach,MD
CHESAPEAKECITY-MD.GOV,City,Non-Federal Agency,Chesapeake City,MD
CHESHIRE-MA.GOV,City,Non-Federal Agency,Cheshire,MA
CHESTER-NY.GOV,City,Non-Federal Agency,Chester,NY
CHESTERFIELD.GOV,City,Non-Federal Agency,Chesterfield,VA
CHESTERVT.GOV,City,Non-Federal Agency,Chester,VT
CHESTNUTHILLTWP-PA.GOV,City,Non-Federal Agency,Brodheadsville,PA
CHEVERLY-MD.GOV,City,Non-Federal Agency,Cheverly,MD
CHEVYCHASEVILLAGEMD.GOV,City,Non-Federal Agency,Chevy Chase,MD
CHICAGO-IL.GOV,City,Non-Federal Agency,Chicago,IL
CHICOCA.GOV,City,Non-Federal Agency,Chico,CA
CHICOPEEMA.GOV,City,Non-Federal Agency,Chicopee,MA
CHILLICOTHEOH.GOV,City,Non-Federal Agency,Chillicothe,OH
CHILMARKMA.GOV,City,Non-Federal Agency,Chilmark,MA
CHINAGROVENC.GOV,City,Non-Federal Agency,China Grove,NC
CHINCOTEAGUE-VA.GOV,City,Non-Federal Agency,Chincoteague,VA
CHIPPEWAFALLS-WI.GOV,City,Non-Federal Agency,Chippewa Falls,WI
CHOWANCOUNTY-NC.GOV,City,Non-Federal Agency,Edenton,NC
CHULAVISTACA.GOV,City,Non-Federal Agency,Chula Vista,CA
CHURCHHILLTN.GOV,City,Non-Federal Agency,Church Hill,TN
CIBOLOTX.GOV,City,Non-Federal Agency,Cibolo,TX
CINCINNATI-OH.GOV,City,Non-Federal Agency,Cincinnati,OH
CINCINNATIOHIO.GOV,City,Non-Federal Agency,Cincinnati,OH
CITYKANKAKEE-IL.GOV,City,Non-Federal Agency,KANKAKEE,IL
CITYOFADAMS-WI.GOV,City,Non-Federal Agency,Adams,WI
CITYOFAIKENSC.GOV,City,Non-Federal Agency,Aiken,SC
CITYOFALAMEDACA.GOV,City,Non-Federal Agency,Alameda,CA
CITYOFALBIONMI.GOV,City,Non-Federal Agency,albion,MI
CITYOFALCOA-TN.GOV,City,Non-Federal Agency,Alcoa,TN
CITYOFALGOODTN.GOV,City,Non-Federal Agency,Algood,TN
CITYOFALMAGA.GOV,City,Non-Federal Agency,Alma,GA
