Domain Name,Domain Type,Agency,City,State
KENAITZE-NSN.GOV,Native Sovereign Nation,Indian Affairs,Kenai,AK
KEWEENAWBAY-NSN.GOV,Native Sovereign Nation,Indian Affairs,Baraga,MI
KTIK-NSN.GOV,Native Sovereign Nation,Indian Affairs,Horton,KS
LAGUNA-NSN.GOV,Native Sovereign Nation,Indian Affairs,Laguna,NM
LAGUNAPUEBLO-NSN.GOV,Native Sovereign Nation,Indian Affairs,Laguna,NM
LAJOLLA-NSN.GOV,Native Sovereign Nation,Indian Affairs,Pauma Valley,CA
LCO-NSN.GOV,Native Sovereign Nation,Indian Affairs,Hayward,WI
LTBBODAWA-NSN.GOV,Native Sovereign Nation,Indian Affairs,Harbor Springs,MI
LUMMI-NSN.GOV,Native Sovereign Nation,Indian Affairs,Bellingham,WA
MASHANTUCKET-NSN.GOV,Native Sovereign Nation,Indian Affairs,Mashantucket,CT
MASHANTUCKETPEQUOT-NSN.GOV,Native Sovereign Nation,Indian Affairs,Mashantucket,CT
MASHANTUCKETWESTERNPEQUOT-NSN.GOV,Native Sovereign Nation,Indian Affairs,Mashantucket,CT
MCN-NSN.GOV,Native Sovereign Nation,Indian Affairs,Okmulgee,OK
MECHOOPDA-NSN.GOV,Native Sovereign Nation,Indian Affairs,Chico,CA
MENOMINEE-NSN.GOV,Native Sovereign Nation,Indian Affairs,Keshena,WI
MESAGRANDEBAND-NSN.GOV,Native Sovereign Nation,Indian Affairs,SantaYsabel,CA
MESKWAKI-NSN.GOV,Native Sovereign Nation,Indian Affairs,Tama,IA
MICCOSUKEE-NSN.GOV,Native Sovereign Nation,Indian Affairs,Miami,FL
MICMAC-NSN.GOV,Native Sovereign Nation,Indian Affairs,Presque Isle,ME
MIDDLETOWNRANCHERIA-NSN.GOV,Native Sovereign Nation,Indian Affairs,Middletown,CA
MILLELACSBAND-NSN.GOV,Native Sovereign Nation,Indian Affairs,Onamia,MN
MOAPABANDOFPAIUTES-NSN.GOV,Native Sovereign Nation,Indian Affairs,Moapa,NV
MOHICAN-NSN.GOV,Native Sovereign Nation,Indian Affairs,Bowler,WI
MORONGO-NSN.GOV,Native Sovereign Nation,Indian Affairs,Banning,CA
MPGE-NSN.GOV,Native Sovereign Nation,Indian Affairs,Mashantucket,CT
MPTN-NSN.GOV,Native Sovereign Nation,Indian Affairs,Mashantucket,CT
MUSCOGEENATION-NSN.GOV,Native Sovereign Nation,Indian Affairs,Okmulgee,OK
NCIHA-NSN.GOV,Native Sovereign Nation,Indian Affairs,Ukiah,CA
NFR-NSN.GOV,Native Sovereign Nation,Indian Affairs,North Fork,CA
NFRIHA-NSN.GOV,Native Sovereign Nation,Indian Affairs,North Fork,CA
NINILCHIKTRIBE-NSN.GOV,Native Sovereign Nation,Indian Affairs,Ninilchik,AK
NISQUALLY-NSN.GOV,Native Sovereign Nation,Indian Affairs,Olympia,WA
NOOKSACK-NSN.GOV,Native Sovereign Nation,Indian Affairs,Deming,WA
NORTHFORKRANCHERIA-NSN.GOV,Native Sovereign Nation,Indian Affairs,North Fork ,CA
NVB-NSN.GOV,Native Sovereign Nation,Indian Affairs,Barrow,AK
OHKAYOWINGEH-NSN.GOV,Native Sovereign Nation,Indian Affairs,San Juan Pueblo,NM
OMAHA-NSN.GOV,Native Sovereign Nation,Indian Affairs,Macy,NE
ONEIDA-NSN.GOV,Native Sovereign Nation,Indian Affairs,Oneida,WI
OSAGECONGRESS-NSN.GOV,Native Sovereign Nation,Indian Affairs,Pawhuska,OK
OSAGENATION-NSN.GOV,Native Sovereign Nation,Indian Affairs,Pawhuska,OK
PASCUAYAQUI-NSN.GOV,Native Sovereign Nation,Indian Affairs,Tucson,AZ
PASKENTA-NSN.GOV,Native Sovereign Nation,Indian Affairs,Corning,CA
PAUMA-NSN.GOV,Native Sovereign Nation,Indian Affairs,Pauma Valley,CA
PCI-NSN.GOV,Native Sovereign Nation,Indian Affairs,Atmore,AL
PECHANGA-NSN.GOV,Native Sovereign Nation,Indian Affairs,Temecula,CA
PEQUOT-NSN.GOV,Native Sovereign Nation,Indian Affairs,Mashantucket,CT
PICAYUNERANCHERIA-NSN.GOV,Native Sovereign Nation,Indian Affairs,Coarsegold,CA
POARCHCREEKINDIANS-NSN.GOV,Native Sovereign Nation,Indian Affairs,ATMORE,AL
POKAGONBAND-NSN.GOV,Native Sovereign Nation,Indian Affairs,DOWAGIAC,MI
POL-NSN.GOV,Native Sovereign Nation,Indian Affairs,Laguna,NM
PUYALLUPTRIBE-NSN.GOV,Native Sovereign Nation,Indian Affairs,Tacoma,WA
QVIR-NSN.GOV,Native Sovereign Nation,Indian Affairs,Fort jones,CA
RAMONA-NSN.GOV,Native Sovereign Nation,Indian Affairs,Anza,CA
REDCLIFF-NSN.GOV,Native Sovereign Nation,Indian Affairs,Bayfield,WI
ROSEBUDSIOUXTRIBE-NSN.GOV,Native Sovereign Nation,Indian Affairs,Rosebud,SD
RST-NSN.GOV,Native Sovereign Nation,Indian Affairs,Rosebud,SD
RSTWATER-NSN.GOV,Native Sovereign Nation,Indian Affairs,Rosebud,SD
SACANDFOXNATION-NSN.GOV,Native Sovereign Nation,Indian Affairs,Stroud,OK
SANMANUEL-NSN.GOV,Native Sovereign Nation,Indian Affairs,Highland,CA
SANTAANA-NSN.GOV,Native Sovereign Nation,Indian Affairs,Santa Ana,NM
SANTAROSACAHUILLA-NSN.GOV,Native Sovereign Nation,Indian Affairs,Anza,CA
SCAT-NSN.GOV,Native Sovereign Nation,Indian Affairs,Peridot,AZ
SCC-NSN.GOV,Native Sovereign Nation,Indian Affairs,Crandon,WI
SEMINOLENATION-NSN.GOV,Native Sovereign Nation,Indian Affairs,Wewoka,OK
SHOALWATERBAY-NSN.GOV,Native Sovereign Nation,Indian Affairs,Tokeland,WA
SIR-NSN.GOV,Native Sovereign Nation,Indian Affairs,Susanville,CA
SITKATRIBE-NSN.GOV,Native Sovereign Nation,Indian Affairs,Sitka,AK
SNO-NSN.GOV,Native Sovereign Nation,Indian Affairs,Wewoka,OK
SOBOBA-NSN.GOV,Native Sovereign Nation,Indian Affairs,San Jacinto,CA
SOUTHERNUTE-NSN.GOV,Native Sovereign Nation,Indian Affairs,IGNACIO,CO
SRMT-NSN.GOV,Native Sovereign Nation,Indian Affairs,Akwesasne,NY
SRPMIC-NSN.GOV,Native Sovereign Nation,Indian Affairs,Scottsdale,AZ
SUSANVILLEINDIANRANCHERIA-NSN.GOV,Native Sovereign Nation,Indian Affairs,Susanville,CA
SWINOMISH-NSN.GOV,Native Sovereign Nation,Indian Affairs,La Conner,WA
SWO-NSN.GOV,Native Sovereign Nation,Indian Affairs,Agency Village,SD
SYCUAN-NSN.GOV,Native Sovereign Nation,Indian Affairs,El Cajon,CA
TACHI-YOKUT-NSN.GOV,Native Sovereign Nation,Indian Affairs,Lemoore,CA
TAMAYA-NSN.GOV,Native Sovereign Nation,Indian Affairs,Santa Ana,NM
TMDCI-NSN.GOV,Native Sovereign Nation,Indian Affairs,Thermal,CA
TOLOWA-NSN.GOV,Native Sovereign Nation,Indian Affairs,Smith River,CA
TONATION-NSN.GOV,Native Sovereign Nation,Indian Affairs,Sells,AZ
TULALIP-NSN.GOV,Native Sovereign Nation,Indian Affairs,Tulalip,WA
TULALIPAIR-NSN.GOV,Native Sovereign Nation,Indian Affairs,Tulalip,WA
TULALIPTRIBES-NSN.GOV,Native Sovereign Nation,Indian Affairs,Tulalip,WA
TULERIVERTRIBE-NSN.GOV,Native Sovereign Nation,Indian Affairs,Porterville,CA
TWENTYNINEPALMSBOMI-NSN.GOV,Native Sovereign Nation,Indian Affairs,Coachella,CA
UKB-NSN.GOV,Native Sovereign Nation,Indian Affairs,Tahlequah,OK
UPPERSIOUXCOMMUNITY-NSN.GOV,Native Sovereign Nation,Indian Affairs,Granite Falls,MN
VIEJAS-NSN.GOV,Native Sovereign Nation,Indian Affairs,Alpine,CA
WARMSPRINGS-NSN.GOV,Native Sovereign Nation,Indian Affairs,Warm Springs,OR
WESTERNPEQUOT-NSN.GOV,Native Sovereign Nation,Indian Affairs,Mashantucket,CT
WHITEEARTH-NSN.GOV,Native Sovereign Nation,Indian Affairs,Ogema,MN
WILTONRANCHERIA-NSN.GOV,Native Sovereign Nation,Indian Affairs,Elk Grove,CA
WINNEMUCCAINDIANCOLONYOFNEVADA-NSN.GOV,Native Sovereign Nation,Indian Affairs,Winnemucca,NV
WYANDOTTE-NATION-NSN.GOV,Native Sovereign Nation,Indian Affairs,Wyandotte,OK
YAKAMAFISH-NSN.GOV,Native Sovereign Nation,Indian Affairs,Toppenish,WA
YAKAMANATION-NSN.GOV,Native Sovereign Nation,Indian Affairs,Toppenish,WA
YOCHADEHE-NSN.GOV,Native Sovereign Nation,Indian Affairs,Brooks,CA
YPT-NSN.GOV,Native Sovereign Nation,Indian Affairs,Yerington,NV
CHILKAT-NSN.GOV,Native Sovereign Nation,Non-Federal Agency,Haines,AK
DINEH-NSN.GOV,Native Sovereign Nation,Non-Federal Agency,Window Rock,AZ
LRBOI-NSN.GOV,Native Sovereign Nation,Non-Federal Agency,Manistee,MI
NAVAJO-NSN.GOV,Native Sovereign Nation,Non-Federal Agency,Window Rock,AZ
YDSP-NSN.GOV,Native Sovereign Nation,Non-Federal Agency,El Pas,TX
