Domain Name,Domain Type,Agency,City,State
FAIRFAXCOUNTY.GOV,County,Non-Federal Agency,Fairfax,VA
FAIRFAXCOUNTYVA.GOV,County,Non-Federal Agency,Fairfax,VA
FAIRFAXCOUNTYVIRGINIA.GOV,County,Non-Federal Agency,Fairfax,VA
FAUQUIERCOUNTY.GOV,County,Non-Federal Agency,Warrenton,VA
FENTRESSCOUNTYTN.GOV,County,Non-Federal Agency,Jamestown,TN
FORTBENDCOUNTYTX.GOV,County,Non-Federal Agency,Richmond,TX
FRANKLINCOUNTYGA.GOV,County,Non-Federal Agency,Carnesville,GA
FRANKLINCOUNTYIL.GOV,County,Non-Federal Agency,Benton,IL
FRANKLINCOUNTYMAINE.GOV,County,Non-Federal Agency,Farmington,ME
FRANKLINCOUNTYOHIO.GOV,County,Non-Federal Agency,Columbus,OH
FRANKLINCOUNTYPA.GOV,County,Non-Federal Agency,Chambersburg,PA
FRANKLINCOUNTYVA.GOV,County,Non-Federal Agency,Rocky Mount,VA
FREDERICKCOUNTYMD.GOV,County,Non-Federal Agency,Frederick,MD
FREDERICKCOUNTYVA.GOV,County,Non-Federal Agency,Winchester,VA
FREMONTCOUNTYWY.GOV,County,Non-Federal Agency,Lander,WY
FRIOCOUNTY-TX.GOV,County,Non-Federal Agency,Pearsall,TX
FULTONCOUNTYGA.GOV,County,Non-Federal Agency,Atlanta,GA
FULTONCOUNTYNY.GOV,County,Non-Federal Agency,Johnstown,NY
GADSDENCOUNTYFL.GOV,County,Non-Federal Agency,Quincy,FL
GALVESTONCOUNTYTX.GOV,County,Non-Federal Agency,Galveston,TX
GARFIELDCOUNTY-CO.GOV,County,Non-Federal Agency,Glenwood Springs,CO
GATESCOUNTYNC.GOV,County,Non-Federal Agency,Gatesville,NC
GEORGECOUNTYMS.GOV,County,Non-Federal Agency,Lucedale,MS
GGSC.GOV,County,Non-Federal Agency,Greenville,SC
GIBSONCOUNTY-IN.GOV,County,Non-Federal Agency,Princeton,IN
GILACOUNTYAZ.GOV,County,Non-Federal Agency,Globe,AZ
GILMERCOUNTY-GA.GOV,County,Non-Federal Agency,Ellijay,GA
GILMERCOUNTYWV.GOV,County,Non-Federal Agency,GLENVILLE,WV
GLOUCESTERCOUNTYNJ.GOV,County,Non-Federal Agency,Woodbury,NJ
GOGEBICCOUNTYMI.GOV,County,Non-Federal Agency,Bessemer,MI
GOLIADCOUNTYTX.GOV,County,Non-Federal Agency,Goliad,TX
GRADYCOUNTYGA.GOV,County,Non-Federal Agency,Cairo,GA
GRAINGERCOUNTYTN.GOV,County,Non-Federal Agency,Rutledge,TN
GRANTCOUNTY-OR.GOV,County,Non-Federal Agency,Canyon City,OR
GRANTCOUNTYWA.GOV,County,Non-Federal Agency,Ephrata,WA
GRAYSONCOUNTYVA.GOV,County,Non-Federal Agency,Independence,VA
GREENECOUNTYGA.GOV,County,Non-Federal Agency,Greensboro,GA
GREENECOUNTYMO.GOV,County,Non-Federal Agency,Springfield,MO
GREENECOUNTYMS.GOV,County,Non-Federal Agency,Leaksville,MS
GREENECOUNTYNC.GOV,County,Non-Federal Agency,Snow Hill,NC
GREENECOUNTYVA.GOV,County,Non-Federal Agency,Stanardsville,VA
GREENHARRISCOUNTYTX.GOV,County,Non-Federal Agency,Houston,TX
GREENMCHENRYCOUNTYIL.GOV,County,Non-Federal Agency,Woodstock,IL
GREENMCHENRYCOUNTYILLINOIS.GOV,County,Non-Federal Agency,Woodstock,IL
GREENSVILLECOUNTYVA.GOV,County,Non-Federal Agency,Emporia,VA
GREENVILLECOUNTYSC.GOV,County,Non-Federal Agency,Greenville,SC
GREENWOODSC.GOV,County,Non-Federal Agency,Greenwood,SC
GRIGGSCOUNTYND.GOV,County,Non-Federal Agency,Bismarck,ND
GULFCOUNTY-FL.GOV,County,Non-Federal Agency,Port St. Joe,FL
GWINNETTCOUNTYGA.GOV,County,Non-Federal Agency,Lawrenceville,GA
HABERSHAMCOUNTY-GA.GOV,County,Non-Federal Agency,Clarkesville,GA
HAINESALASKA.GOV,County,Non-Federal Agency,Haines,AK
HALIFAXCOUNTYVA.GOV,County,Non-Federal Agency,Halifax,VA
HALLCOUNTYGA.GOV,County,Non-Federal Agency,Gainesville,GA
HALLCOUNTYNE.GOV,County,Non-Federal Agency,Grand Island,NE
HAMBLENCOUNTYTN.GOV,County,Non-Federal Agency,Morristown,TN
HAMILTONCOUNTYFLORIDA.GOV,County,Non-Federal Agency,Jasper,FL
HAMILTONCOUNTYNY.GOV,County,Non-Federal Agency,Lake Pleasent,NY
HAMILTONCOUNTYOHIO.GOV,County,Non-Federal Agency,Cincinnati,OH
HAMILTONTN.GOV,County,Non-Federal Agency,Chattanooga,TN
HANCOCKCOUNTY-IL.GOV,County,Non-Federal Agency,Carthage,IL
HANCOCKCOUNTYGA.GOV,County,Non-Federal Agency,Sparta,GA
HANCOCKCOUNTYMS.GOV,County,Non-Federal Agency,Bay St. Louis,MS
HANOVER.GOV,County,Non-Federal Agency,Hanover,VA
HANOVERCOUNTY.GOV,County,Non-Federal Agency,Hanover,VA
HANOVERCOUNTYVA.GOV,County,Non-Federal Agency,Hanover,VA
HARALSONCOUNTYGA.GOV,County,Non-Federal Agency,Buchanan,GA
HARDINCOUNTYIA.GOV,County,Non-Federal Agency,Eldora,IA
HARRISCOUNTYGA.GOV,County,Non-Federal Agency,Hamilton,GA
HARRISCOUNTYTX.GOV,County,Non-Federal Agency,Houston,TX
HARRISONCOUNTY-MS.GOV,County,Non-Federal Agency,Gulfport,MS
HARRISONCOUNTYWV.GOV,County,Non-Federal Agency,Clarksburg,WV
HARTCOUNTYGA.GOV,County,Non-Federal Agency,Hartwell,GA
HAWAIICOUNTY.GOV,County,Non-Federal Agency,Hilo,HI
HAWKINSCOUNTYTN.GOV,County,Non-Federal Agency,Rogersville,TN
HAYWOODCOUNTYNC.GOV,County,Non-Federal Agency,Waynesville,NC
HCSHERIFF.GOV,County,Non-Federal Agency,Chattanooga,TN
HENDERSONCOUNTYTN.GOV,County,Non-Federal Agency,Lexington,TN
HENRYCOUNTYVA.GOV,County,Non-Federal Agency,Martinsville,VA
HERTFORDCOUNTYNC.GOV,County,Non-Federal Agency,Winton,NC
HINSDALECOUNTY-CO.GOV,County,Non-Federal Agency,Lake City,CO
HOWARDCOUNTYIN.GOV,County,Non-Federal Agency,Kokomo,IN
HOWARDCOUNTYMARYLAND.GOV,County,Non-Federal Agency,Ellicott City,MD
HOWARDCOUNTYMD.GOV,County,Non-Federal Agency,Ellicott City,MD
HURONCOUNTY-OH.GOV,County,Non-Federal Agency,Norwalk,OH
HYDECOUNTYNC.GOV,County,Non-Federal Agency,Swanquarter,NC
ISLANDCOUNTYWA.GOV,County,Non-Federal Agency,Coupeville,WA
ISSAQUENACOUNTYMS.GOV,County,Non-Federal Agency,Mayersville,MS
JACKSONCOGA.GOV,County,Non-Federal Agency,Jefferson,GA
JACKSONCOUNTY-IL.GOV,County,Non-Federal Agency,Murphysboro,IL
JAMESCITYCOUNTYVA.GOV,County,Non-Federal Agency,Williamsburg,VA
JASPERCOUNTYIN.GOV,County,Non-Federal Agency,Rensselaer,IN
JASPERCOUNTYSC.GOV,County,Non-Federal Agency,Ridgeland,SC
JEFFERSONCOUNTY-MT.GOV,County,Non-Federal Agency,Boulder,MT
JEFFERSONCOUNTYFL.GOV,County,Non-Federal Agency,Monticello,FL
JEFFERSONCOUNTYGA.GOV,County,Non-Federal Agency,LOUISVILLE,GA
JEFFERSONCOUNTYMS.GOV,County,Non-Federal Agency,Fayette,MS
JEFFERSONCOUNTYTN.GOV,County,Non-Federal Agency,Dandridge,TN
JEFFERSONCOUNTYWI.GOV,County,Non-Federal Agency,Jefferson,WI
JENNINGSCOUNTY-IN.GOV,County,Non-Federal Agency,Vernon,IN
JIMWELLSCOUNTY-TX.GOV,County,Non-Federal Agency,Alice,TX
JONESCOUNTYNC.GOV,County,Non-Federal Agency,Trenton,NC
KANAWHACOUNTYWV.GOV,County,Non-Federal Agency,Charleston,WV
KAUAI.GOV,County,Non-Federal Agency,Lihue,HI
KEITHCOUNTYNE.GOV,County,Non-Federal Agency,Ogallala,NE
KENNEBECCOUNTY-ME.GOV,County,Non-Federal Agency,Augusta,ME
KENTCOUNTYMI.GOV,County,Non-Federal Agency,Grand Rapids,MI
KERNCOG-CA.GOV,County,Non-Federal Agency,Bakersfield,CA
KINGCOUNTY.GOV,County,Non-Federal Agency,Seattle,WA
KINGGEORGECOUNTYVA.GOV,County,Non-Federal Agency,King George,VA
KINGSBURYNY.GOV,County,Non-Federal Agency,Hudson Falls,NY
KNOXCOUNTYMAINE.GOV,County,Non-Federal Agency,Rockland,ME
KNOXCOUNTYTEXAS.GOV,County,Non-Federal Agency,Benjamin,TX
LACOUNTY.GOV,County,Non-Federal Agency,Downey,CA
LAKECOUNTYCA.GOV,County,Non-Federal Agency,Lakeport,CA
LAKECOUNTYIL.GOV,County,Non-Federal Agency,Waukegan,IL
LAKECOUNTYOHIO.GOV,County,Non-Federal Agency,Painesville,OH
LAKEMT.GOV,County,Non-Federal Agency,Polson,MT
LANCASTERCOUNTYPA.GOV,County,Non-Federal Agency,Lancaster,PA
LAPAZCOUNTYAZ.GOV,County,Non-Federal Agency,Parker,AZ
LAUDERDALECOUNTYAL.GOV,County,Non-Federal Agency,Florence,AL
LAWRENCECOUNTYTN.GOV,County,Non-Federal Agency,Lawrenceburg,TN
LCCOUNTYMT.GOV,County,Non-Federal Agency,Helena,MT
LEE-COUNTY-FL.GOV,County,Non-Federal Agency,Fort Myers,FL
LEECOUNTYNC.GOV,County,Non-Federal Agency,Sanford,NC
LEONCOUNTYFL.GOV,County,Non-Federal Agency,Tallahassee,FL
LEWISCOUNTYWA.GOV,County,Non-Federal Agency,Chehalis,WA
LIBERTYCOUNTY-GA.GOV,County,Non-Federal Agency,Hinesville,GA
LIMESTONECOUNTY-AL.GOV,County,Non-Federal Agency,Athens,AL
LIMESTONECOUNTYEMA-AL.GOV,County,Non-Federal Agency,Athens,AL
LINCOLNCOUNTYNM.GOV,County,Non-Federal Agency,Carrizozo,NM
LIVINGSTONCOUNTYIL.GOV,County,Non-Federal Agency,Pontiac,IL
LIVINGSTONPARISHLA.GOV,County,Non-Federal Agency,Livingston,LA
LOGANCOUNTYCO.GOV,County,Non-Federal Agency,Sterling,CO
LOGANCOUNTYIL.GOV,County,Non-Federal Agency,Lincoln,IL
LOUDONCOUNTY-TN.GOV,County,Non-Federal Agency,Loudon,TN
LOUDOUN.GOV,County,Non-Federal Agency,Leesburg,VA
LOUDOUNCOUNTYVA.GOV,County,Non-Federal Agency,Leesburg,VA
LOWNDESCOUNTYGA.GOV,County,Non-Federal Agency,Valdosta,GA
LUCASCOUNTYOH.GOV,County,Non-Federal Agency,Toledo,OH
LUMPKINCOUNTY.GOV,County,Non-Federal Agency,Dahlonega,GA
MACOMBCOUNTYMI.GOV,County,Non-Federal Agency,Mount Clemens,MI
MACONBIBBCOUNTYGA.GOV,County,Non-Federal Agency,Macon,GA
MACONCOUNTYGA.GOV,County,Non-Federal Agency,Oglethorpe,GA
MACONCOUNTYTN.GOV,County,Non-Federal Agency,Lafayette,TN
MACOUPINCOUNTYIL.GOV,County,Non-Federal Agency,Carlinville,IL
MADISONCOUNTYAL.GOV,County,Non-Federal Agency,Huntsville,AL
MADISONCOUNTYMT.GOV,County,Non-Federal Agency,Virginia City,MT
MADISONCOUNTYNC.GOV,County,Non-Federal Agency,Marshall,NC
MADISONCOUNTYTN.GOV,County,Non-Federal Agency,Jackson,TN
MAHONINGCOUNTYOH.GOV,County,Non-Federal Agency,Youngstown,OH
MANISTEECOUNTYMI.GOV,County,Non-Federal Agency,Manistee,MI
MARICOPA.GOV,County,Non-Federal Agency,Phoenix,AZ
MARIONCOUNTY-MO.GOV,County,Non-Federal Agency,Hannibal,MO
MARSHALLCOUNTYIA.GOV,County,Non-Federal Agency,Marshalltown,IA
MARSHALLCOUNTYKY.GOV,County,Non-Federal Agency,Benton,KY
MATHEWSCOUNTYVA.GOV,County,Non-Federal Agency,Mathews,VA
MAUICOUNTY-HI.GOV,County,Non-Federal Agency,Wailuku,HI
MAUICOUNTY.GOV,County,Non-Federal Agency,Wailuku,HI
MAURYCOUNTY-TN.GOV,County,Non-Federal Agency,Columbia,TN
MCCRACKENCOUNTYKY.GOV,County,Non-Federal Agency,Paducah,KY
MCDONALDCOUNTYMO.GOV,County,Non-Federal Agency,Pineville,MO
MCHENRYCOUNTYIL.GOV,County,Non-Federal Agency,Woodstock,IL
MCHENRYCOUNTYILLINOIS.GOV,County,Non-Federal Agency,Woodstock,IL
MCINTOSHCOUNTY-GA.GOV,County,Non-Federal Agency,Darien,GA
MCLEANCOUNTYIL.GOV,County,Non-Federal Agency,Bloomington,IL
MCLEANCOUNTYND.GOV,County,Non-Federal Agency,Washburn,ND
MCMINNCOUNTYTN.GOV,County,Non-Federal Agency,Athens,TN
MEADEKY.GOV,County,Non-Federal Agency,Brandenburg,KY
MECKLENBURGCOUNTYNC.GOV,County,Non-Federal Agency,Charlotte,NC
MEETEETSECD-WY.GOV,County,Non-Federal Agency,Meeteetse,WY
MERCEDCOUNTYCA.GOV,County,Non-Federal Agency,Merced,CA
MERIWETHERCOUNTYGA.GOV,County,Non-Federal Agency,Greenville,GA
MIAMI-DADE.GOV,County,Non-Federal Agency,Miami,FL
MIAMICOUNTYIN.GOV,County,Non-Federal Agency,Peru,IN
MIAMICOUNTYOHIO.GOV,County,Non-Federal Agency,Troy,OH
MIAMIDADE.GOV,County,Non-Federal Agency,Miami,FL
MIAMIDADECOUNTY-FL.GOV,County,Non-Federal Agency,Miami,FL
MIAMIDADECOUNTYFL.GOV,County,Non-Federal Agency,Miami,FL
MILWAUKEECOUNTY-WI.GOV,County,Non-Federal Agency,Milwaukee,WI
MILWAUKEECOUNTYWI.GOV,County,Non-Federal Agency,Milwaukee,WI
MOBILECOUNTYAL.GOV,County,Non-Federal Agency,Mobile,AL
MONROECOUNTY-FL.GOV,County,Non-Federal Agency,Key West,FL
MONROECOUNTY.GOV,County,Non-Federal Agency,Rochester,NY
MONROECOUNTYAL.GOV,County,Non-Federal Agency,Monroeville,AL
MONROECOUNTYPA.GOV,County,Non-Federal Agency,Stroudsburg,PA
MONTGOMERYCOUNTYGA.GOV,County,Non-Federal Agency,mt. vernon,GA
MONTGOMERYCOUNTYMD.GOV,County,Non-Federal Agency,Rockville,MD
MONTGOMERYCOUNTYVA.GOV,County,Non-Federal Agency,Christiansburg,VA
MOORECOUNTYNC.GOV,County,Non-Federal Agency,Carthage,NC
MORGANCOUNTY-OH.GOV,County,Non-Federal Agency,McConnelsville,OH
MORGANCOUNTYTN.GOV,County,Non-Federal Agency,wartburg,TN
MORGANCOUNTYWV.GOV,County,Non-Federal Agency,Berkeley Springs,WV
MORRILLCOUNTYNE.GOV,County,Non-Federal Agency,Bridgeport,NE
