Domain Name,Domain Type,Agency,City,State
ALDOI.GOV,State/Local Govt,Non-Federal Agency,Montgomery,AL
ALEA.GOV,State/Local Govt,Non-Federal Agency,Montgomery,AL
ALHOUSE.GOV,State/Local Govt,Non-Federal Agency,Montgomery ,AL
ALSENATE.GOV,State/Local Govt,Non-Federal Agency,Montgomery ,AL
AMERICANSAMOA.GOV,State/Local Govt,Non-Federal Agency,Pago Pago,AS
AMESBURYMA.GOV,State/Local Govt,Non-Federal Agency,Amesbury,MA
APPRENTICESHIPIDAHO.GOV,State/Local Govt,Non-Federal Agency,Boise,ID
AQMD.GOV,State/Local Govt,Non-Federal Agency,Diamond Bar,CA
AR.GOV,State/Local Govt,Non-Federal Agency,Little Rock,AR
ARCOURTS.GOV,State/Local Govt,Non-Federal Agency,Little Rock,AR
ARIZONA.GOV,State/Local Govt,Non-Federal Agency,Phoenix,AZ
ARIZONAJOBCONNECTION.GOV,State/Local Govt,Non-Federal Agency,Phoenix,AZ
ARIZONATURBOCOURT.GOV,State/Local Govt,Non-Federal Agency,Phoenix,AZ
ARKANSAS.GOV,State/Local Govt,Non-Federal Agency,Little Rock,AR
ARKANSASAG.GOV,State/Local Govt,Non-Federal Agency,Little Rock,AR
ARKANSASED.GOV,State/Local Govt,Non-Federal Agency,Little Rock,AR
ARKLEGAUDIT.GOV,State/Local Govt,Non-Federal Agency,Little Rock,AR
ARTREASURY.GOV,State/Local Govt,Non-Federal Agency,Litlte Rock,AR
ARTRS.GOV,State/Local Govt,Non-Federal Agency,Little Rock,AR
AS.GOV,State/Local Govt,Non-Federal Agency,Pago Pago,AS
ASAFERFLORIDA.GOV,State/Local Govt,Non-Federal Agency,Tallahassee,FL
ATHOMEILLINOIS.GOV,State/Local Govt,Non-Federal Agency,Chicago,IL
ATLASALABAMA.GOV,State/Local Govt,Non-Federal Agency,TUSCALOOSA,AL
ATTORNEYGENERAL.GOV,State/Local Govt,Non-Federal Agency,Harrisburg,PA
AZ-ACOIHC.GOV,State/Local Govt,Non-Federal Agency,Phoenix,AZ
AZ-FHSD.GOV,State/Local Govt,Non-Federal Agency,Fountain Hills,AZ
AZ.GOV,State/Local Govt,Non-Federal Agency,Phoeniz,AZ
AZ511.GOV,State/Local Govt,Non-Federal Agency,Pheonix,AZ
AZ529.GOV,State/Local Govt,Non-Federal Agency,Phoenix,AZ
AZ911.GOV,State/Local Govt,Non-Federal Agency,Phoenix,AZ
AZABRC.GOV,State/Local Govt,Non-Federal Agency,Phoenix,AZ
AZACCOUNTANCY.GOV,State/Local Govt,Non-Federal Agency,Phoenix,AZ
AZACTIC.GOV,State/Local Govt,Non-Federal Agency,Phoenix,AZ
AZAFIS.GOV,State/Local Govt,Non-Federal Agency,Phoenix,AZ
AZAG.GOV,State/Local Govt,Non-Federal Agency,Phoenix,AZ
AZAHCCCS.GOV,State/Local Govt,Non-Federal Agency,Phoenix,AZ
AZARTS.GOV,State/Local Govt,Non-Federal Agency,Phoenix,AZ
AZASRS.GOV,State/Local Govt,Non-Federal Agency,Phoenix,AZ
AZAUDITOR.GOV,State/Local Govt,Non-Federal Agency,Phoenix,AZ
AZBN.GOV,State/Local Govt,Non-Federal Agency,Phoenix,AZ
AZBNP.GOV,State/Local Govt,Non-Federal Agency,Phoenix,AZ
AZBOA.GOV,State/Local Govt,Non-Federal Agency,Phoenix,AZ
AZBOC.GOV,State/Local Govt,Non-Federal Agency,Phoenix,AZ
AZBOEC.GOV,State/Local Govt,Non-Federal Agency,Phoenix,AZ
AZBORDERTRASH.GOV,State/Local Govt,Non-Federal Agency,Phoenix,AZ
AZBOTA.GOV,State/Local Govt,Non-Federal Agency,Phoenix,AZ
AZBOXINGANDMMA.GOV,State/Local Govt,Non-Federal Agency,Phoenix,AZ
AZBROADBAND.GOV,State/Local Govt,Non-Federal Agency,PHOENIX,AZ
AZBTR.GOV,State/Local Govt,Non-Federal Agency,Phoenix,AZ
AZCAAA.GOV,State/Local Govt,Non-Federal Agency,Phoenix,AZ
AZCANCERCONTROL.GOV,State/Local Govt,Non-Federal Agency,Phoenix,AZ
AZCC.GOV,State/Local Govt,Non-Federal Agency,Phoenix,AZ
AZCIA.GOV,State/Local Govt,Non-Federal Agency,Phoenix,AZ
AZCJC.GOV,State/Local Govt,Non-Federal Agency,Phoenix,AZ
AZCLEANELECTIONS.GOV,State/Local Govt,Non-Federal Agency,Phoenix,AZ
AZCOOP.GOV,State/Local Govt,Non-Federal Agency,Phoenix,AZ
AZCORPCOM.GOV,State/Local Govt,Non-Federal Agency,Phoenix,AZ
AZCORPCOMM.GOV,State/Local Govt,Non-Federal Agency,Phoenxi,AZ
AZCORRECTIONS.GOV,State/Local Govt,Non-Federal Agency,Phoenix,AZ
AZCOURTDOCS.GOV,State/Local Govt,Non-Federal Agency,Phoenix,AZ
AZCOURTS.GOV,State/Local Govt,Non-Federal Agency,Phoenix,AZ
AZCVD.GOV,State/Local Govt,Non-Federal Agency,Phoenix,AZ
AZDA.GOV,State/Local Govt,Non-Federal Agency,Phoenix,AZ
AZDAARS.GOV,State/Local Govt,Non-Federal Agency,Phoenix,AZ
AZDCS.GOV,State/Local Govt,Non-Federal Agency,Phoenix,AZ
AZDDPC.GOV,State/Local Govt,Non-Federal Agency,Phoenix,AZ
AZDEMA.GOV,State/Local Govt,Non-Federal Agency,Phoenix,AZ
AZDEQ.GOV,State/Local Govt,Non-Federal Agency,Phx,AZ
AZDES.GOV,State/Local Govt,Non-Federal Agency,Phoenix,AZ
AZDFI.GOV,State/Local Govt,Non-Federal Agency,Phoenix,AZ
AZDHS.GOV,State/Local Govt,Non-Federal Agency,Phoenix,AZ
AZDIABETES.GOV,State/Local Govt,Non-Federal Agency,Phoenix,AZ
AZDJC.GOV,State/Local Govt,Non-Federal Agency,Phoenix,AZ
AZDO.GOV,State/Local Govt,Non-Federal Agency,Scottsdale,AZ
AZDOA.GOV,State/Local Govt,Non-Federal Agency,Phoenix,AZ
AZDOC.GOV,State/Local Govt,Non-Federal Agency,Phoenix,AZ
AZDOH.GOV,State/Local Govt,Non-Federal Agency,Phoenix,AZ
AZDOHS.GOV,State/Local Govt,Non-Federal Agency,Phoenix,AZ
AZDOR.GOV,State/Local Govt,Non-Federal Agency,Phoenix,AZ
AZDOSH.GOV,State/Local Govt,Non-Federal Agency,Phoenix,AZ
AZDOT.GOV,State/Local Govt,Non-Federal Agency,Phoenix,AZ
AZDPS.GOV,State/Local Govt,Non-Federal Agency,Phoenix,AZ
AZDPSAPPS.GOV,State/Local Govt,Non-Federal Agency,Phoenix,AZ
AZDVS.GOV,State/Local Govt,Non-Federal Agency,Phoenix,AZ
AZECDH.GOV,State/Local Govt,Non-Federal Agency,Phoenix,AZ
AZED.GOV,State/Local Govt,Non-Federal Agency,Phoenix,AZ
AZEIN.GOV,State/Local Govt,Non-Federal Agency,Phoenix,AZ
AZENVIROKIDS.GOV,State/Local Govt,Non-Federal Agency,Phoenix,AZ
AZEPIP.GOV,State/Local Govt,Non-Federal Agency,Phoenix,AZ
AZFIRSTTHINGSFIRST.GOV,State/Local Govt,Non-Federal Agency,Phoenix,AZ
AZFTF.GOV,State/Local Govt,Non-Federal Agency,Phoenix,AZ
AZGADA.GOV,State/Local Govt,Non-Federal Agency,Phoenix,AZ
AZGAMING.GOV,State/Local Govt,Non-Federal Agency,Phoenix,AZ
AZGFD.GOV,State/Local Govt,Non-Federal Agency,Phoenix,AZ
AZGOHS.GOV,State/Local Govt,Non-Federal Agency,Phoenix,AZ
AZGOVERNOR.GOV,State/Local Govt,Non-Federal Agency,Phoenix,AZ
AZGRANTS.GOV,State/Local Govt,Non-Federal Agency,Phoenix,AZ
AZGUARD.GOV,State/Local Govt,Non-Federal Agency,Phoenix,AZ
AZHC.GOV,State/Local Govt,Non-Federal Agency,Pheonix,AZ
AZHEALTH.GOV,State/Local Govt,Non-Federal Agency,Phoenix,AZ
AZHIGHERED.GOV,State/Local Govt,Non-Federal Agency,Phoenix,AZ
AZHOUSE.GOV,State/Local Govt,Non-Federal Agency,Phoenix,AZ
AZHOUSING.GOV,State/Local Govt,Non-Federal Agency,Phoenix,AZ
AZHS.GOV,State/Local Govt,Non-Federal Agency,Tempe,AZ
AZICA.GOV,State/Local Govt,Non-Federal Agency,Phoenix,AZ
AZINSURANCE.GOV,State/Local Govt,Non-Federal Agency,Phoenix,AZ
AZINVESTOR.GOV,State/Local Govt,Non-Federal Agency,Phoenix,AZ
AZJOBCONNECTION.GOV,State/Local Govt,Non-Federal Agency,Phoenix,AZ
AZJUVED.GOV,State/Local Govt,Non-Federal Agency,Phoenix,AZ
AZKIDSCARE.GOV,State/Local Govt,Non-Federal Agency,Phoenix,AZ
AZKIDSNEEDU.GOV,State/Local Govt,Non-Federal Agency,Phoenix,AZ
AZLAND.GOV,State/Local Govt,Non-Federal Agency,Phoenix,AZ
AZLEG.GOV,State/Local Govt,Non-Federal Agency,Phoenix,AZ
AZLGMA.GOV,State/Local Govt,Non-Federal Agency,Phoenix,AZ
AZLIBRARY.GOV,State/Local Govt,Non-Federal Agency,Phoenix,AZ
AZLINKS.GOV,State/Local Govt,Non-Federal Agency,Phoenix,AZ
AZLIQUOR.GOV,State/Local Govt,Non-Federal Agency,Phoenix,AZ
AZLOTTERY.GOV,State/Local Govt,Non-Federal Agency,Phoenix,AZ
AZMAG.GOV,State/Local Govt,Non-Federal Agency,Phoenix,AZ
AZMD.GOV,State/Local Govt,Non-Federal Agency,Scottsdale,AZ
AZMINORITYHEALTH.GOV,State/Local Govt,Non-Federal Agency,Phoenix,AZ
AZMORTGAGERESOURCE.GOV,State/Local Govt,Non-Federal Agency,Phoenix,AZ
AZMYFAMILYBENEFITS.GOV,State/Local Govt,Non-Federal Agency,Phoenix,AZ
AZND.GOV,State/Local Govt,Non-Federal Agency,Phoenix,AZ
AZNET.GOV,State/Local Govt,Non-Federal Agency,Phoenix,AZ
AZOCA.GOV,State/Local Govt,Non-Federal Agency,Phoenix,AZ
AZOSPB.GOV,State/Local Govt,Non-Federal Agency,phoenix,AZ
AZOT.GOV,State/Local Govt,Non-Federal Agency,Phoenix,AZ
AZPA.GOV,State/Local Govt,Non-Federal Agency,Scottsdale,AZ
AZPARKS.GOV,State/Local Govt,Non-Federal Agency,Phoenix,AZ
AZPH.GOV,State/Local Govt,Non-Federal Agency,Phoenix,AZ
AZPHARMACY.GOV,State/Local Govt,Non-Federal Agency,Phoenix,AZ
AZPOST.GOV,State/Local Govt,Non-Federal Agency,Phoenix,AZ
AZPPSE.GOV,State/Local Govt,Non-Federal Agency,Phoenix,AZ
AZPSIC.GOV,State/Local Govt,Non-Federal Agency,PHOENIX,AZ
AZQUALITYFIRST.GOV,State/Local Govt,Non-Federal Agency,Phoenix,AZ
AZRACING.GOV,State/Local Govt,Non-Federal Agency,Phoenix,AZ
AZRE.GOV,State/Local Govt,Non-Federal Agency,Phoenix,AZ
AZRECYCLES.GOV,State/Local Govt,Non-Federal Agency,Phoenix,AZ
AZREPORTCARD.GOV,State/Local Govt,Non-Federal Agency,Phoenix,AZ
AZROC.GOV,State/Local Govt,Non-Federal Agency,Phoenix,AZ
AZRRA.GOV,State/Local Govt,Non-Federal Agency,Phoenix,AZ
AZRUCO.GOV,State/Local Govt,Non-Federal Agency,Phoenix,AZ
AZSAL.GOV,State/Local Govt,Non-Federal Agency,Phoenix,AZ
AZSENATE.GOV,State/Local Govt,Non-Federal Agency,Phoenix,AZ
AZSF.GOV,State/Local Govt,Non-Federal Agency,Phoenix,AZ
AZSFB.GOV,State/Local Govt,Non-Federal Agency,Phoenix,AZ
AZSHARE.GOV,State/Local Govt,Non-Federal Agency,Phoenix,AZ
AZSOS.GOV,State/Local Govt,Non-Federal Agency,Phoenix,AZ
AZSTATEJOBS.GOV,State/Local Govt,Non-Federal Agency,Phoenix,AZ
AZSTATEPARKS.GOV,State/Local Govt,Non-Federal Agency,Phoenix,AZ
AZSTATS.GOV,State/Local Govt,Non-Federal Agency,Phoenix,AZ
AZSUMMERFOOD.GOV,State/Local Govt,Non-Federal Agency,Phoenix,AZ
AZSURPLUS.GOV,State/Local Govt,Non-Federal Agency,Phoenix,AZ
AZTAXES.GOV,State/Local Govt,Non-Federal Agency,Phoenix,AZ
AZTRANSPORTATIONBOARD.GOV,State/Local Govt,Non-Federal Agency,Phoenix,AZ
AZTREASURER.GOV,State/Local Govt,Non-Federal Agency,Phoenix,AZ
AZTREASURY.GOV,State/Local Govt,Non-Federal Agency,Phoenix,AZ
AZTURBOCOURT.GOV,State/Local Govt,Non-Federal Agency,Phoenix,AZ
AZUI.GOV,State/Local Govt,Non-Federal Agency,Phoenix,AZ
AZUITAX.GOV,State/Local Govt,Non-Federal Agency,Phoenix,AZ
AZUNCLAIMED.GOV,State/Local Govt,Non-Federal Agency,Phoenix,AZ
AZWATER.GOV,State/Local Govt,Non-Federal Agency,Phoenix,AZ
AZWATERBANK.GOV,State/Local Govt,Non-Federal Agency,Phoenix,AZ
AZWIC.GOV,State/Local Govt,Non-Federal Agency,Phoenix,AZ
AZWIFA.GOV,State/Local Govt,Non-Federal Agency,Phoenix,AZ
AZWPF.GOV,State/Local Govt,Non-Federal Agency,Phoenix,AZ
B4WV.GOV,State/Local Govt,Non-Federal Agency,Charleston,WV
BAAQMD.GOV,State/Local Govt,Non-Federal Agency,San Francisco,CA
BABYARIZONA.GOV,State/Local Govt,Non-Federal Agency,Phoenix,AZ
BART.GOV,State/Local Govt,Non-Federal Agency,Oakland,CA
BEGA-DC.GOV,State/Local Govt,Non-Federal Agency,Washington,DC
BEOUTSIDEIDAHO.GOV,State/Local Govt,Non-Federal Agency,Boise,ID
BEREADYUTAH.GOV,State/Local Govt,Non-Federal Agency,Salt Lake City,UT
BETSYLEHMANCENTERMA.GOV,State/Local Govt,Non-Federal Agency,Boston,MA
BLNC.GOV,State/Local Govt,Non-Federal Agency,Raleigh,NC
BOATIDAHO.GOV,State/Local Govt,Non-Federal Agency,Boise,ID
BOIMI.GOV,State/Local Govt,Non-Federal Agency,Lansing,MI
BUSINESS4WV.GOV,State/Local Govt,Non-Federal Agency,Charleston,WV
BUYNJBONDS.GOV,State/Local Govt,Non-Federal Agency,Trenton,NJ
CA.GOV,State/Local Govt,Non-Federal Agency,Rancho Cordova,CA
CAHWNET.GOV,State/Local Govt,Non-Federal Agency,Sacramento,CA
CALIFORNIA.GOV,State/Local Govt,Non-Federal Agency,Rancho Cordova,CA
CALIFORNIADESERT.GOV,State/Local Govt,Non-Federal Agency,Barstow,CA
CAMBRIDGERETIREMENTMA.GOV,State/Local Govt,Non-Federal Agency,Cambridge,MA
CANBYOREGON.GOV,State/Local Govt,Non-Federal Agency,Canby,OR
CAPITALREGIONUPDATES.GOV,State/Local Govt,Non-Federal Agency,Fairfax,VA
CAREERSINCOLORADO.GOV,State/Local Govt,Non-Federal Agency,Denver,CO
CASAAZ.GOV,State/Local Govt,Non-Federal Agency,Phoenix,AZ
CENTRALFALLSRI.GOV,State/Local Govt,Non-Federal Agency,Central Falls,RI
CHIAMASS.GOV,State/Local Govt,Non-Federal Agency,Boston,MA
CHOOSEIDAHO.GOV,State/Local Govt,Non-Federal Agency,Boise,ID
CLAIMITTN.GOV,State/Local Govt,Non-Federal Agency,Nashville,TN
CMSPLANFLORIDA.GOV,State/Local Govt,Non-Federal Agency,TALLAHASSEE,FL
CO.GOV,State/Local Govt,Non-Federal Agency,Lakewood,CO
COAG.GOV,State/Local Govt,Non-Federal Agency,Denver,CO
COBERTURAMEDICAILLINOIS.GOV,State/Local Govt,Non-Federal Agency,Chicago,IL
COCICJIS.GOV,State/Local Govt,Non-Federal Agency,Golden,CO
CODOT.GOV,State/Local Govt,Non-Federal Agency,Denver,CO
COLLEGEGOALOREGON.GOV,State/Local Govt,Non-Federal Agency,Eugene,OR
COLLIERCOUNTYFL.GOV,State/Local Govt,Non-Federal Agency,Naples,FL
COLORADO.GOV,State/Local Govt,Non-Federal Agency,Lakewood,CO
COLORADOATTORNEYGENERAL.GOV,State/Local Govt,Non-Federal Agency,Denver,CO
COLORADOJUDICIAL.GOV,State/Local Govt,Non-Federal Agency,Denver,CO
COLORADOJUDICIALPERFORMANCE.GOV,State/Local Govt,Non-Federal Agency,Denver,CO
COLORADOLABORLAW.GOV,State/Local Govt,Non-Federal Agency,Denver,CO
COLORADOPOST.GOV,State/Local Govt,Non-Federal Agency,Denver,CO
COLORADOPOSTGRANTS.GOV,State/Local Govt,Non-Federal Agency,Denver,CO
COLORADORCJC.GOV,State/Local Govt,Non-Federal Agency,Denver,CO
COLORADOUI.GOV,State/Local Govt,Non-Federal Agency,Denver,CO
COLORADOWORKS.GOV,State/Local Govt,Non-Federal Agency,Denver,CO
COMPARECAREWV.GOV,State/Local Govt,Non-Federal Agency,Charleston,WV
CONNECTND.GOV,State/Local Govt,Non-Federal Agency,Bisamarck,ND
CONSERVEALABAMA.GOV,State/Local Govt,Non-Federal Agency,MONTGOMERY,AL
CONSHOHOCKENPA.GOV,State/Local Govt,Non-Federal Agency,Conshohocken,PA
COSIPA.GOV,State/Local Govt,Non-Federal Agency,Denver,CO
COURTNEWSOHIO.GOV,State/Local Govt,Non-Federal Agency,Columbus,OH
COURTSWV.GOV,State/Local Govt,Non-Federal Agency,Charleston,WV
COVERTENNESSEE.GOV,State/Local Govt,Non-Federal Agency,NASHVILLE,TN
COVERTN.GOV,State/Local Govt,Non-Federal Agency,Nashville,TN
COWORKFORCE.GOV,State/Local Govt,Non-Federal Agency,Denver,CO
CRESTEDBUTTE-CO.GOV,State/Local Govt,Non-Federal Agency,Crested Butte,CO
CSIMT.GOV,State/Local Govt,Non-Federal Agency,Helena,MT
CSTX.GOV,State/Local Govt,Non-Federal Agency,College Station,TX
CT.GOV,State/Local Govt,Non-Federal Agency,Hartford,CT
CTALERT.GOV,State/Local Govt,Non-Federal Agency,Middletown,CT
CTBROWNFIELDS.GOV,State/Local Govt,Non-Federal Agency,Hartford,CT
CTGROWN.GOV,State/Local Govt,Non-Federal Agency,Hartford,CT
CTPROBATE.GOV,State/Local Govt,Non-Federal Agency,West Hartford,CT
DA16CO.GOV,State/Local Govt,Non-Federal Agency,LA JUNTA,CO
DC.GOV,State/Local Govt,Non-Federal Agency,Washington,DC
DCAPPEALS.GOV,State/Local Govt,Non-Federal Agency,Washington,DC
DCCODE.GOV,State/Local Govt,Non-Federal Agency,Washington,DC
DCCOUNCIL.GOV,State/Local Govt,Non-Federal Agency,Washington,DC
DCCOURT.GOV,State/Local Govt,Non-Federal Agency,Washington,DC
DCCOURTS.GOV,State/Local Govt,Non-Federal Agency,Washington,DC
DCCOURTSNEWS.GOV,State/Local Govt,Non-Federal Agency,Washington,DC
DE.GOV,State/Local Govt,Non-Federal Agency,Dover,DE
DEBTREPORTINGIOWA.GOV,State/Local Govt,Non-Federal Agency,Des Moines,IA
DEL.GOV,State/Local Govt,Non-Federal Agency,Dover,DE
DELAWARE.GOV,State/Local Govt,Non-Federal Agency,Dover,DE
DELAWAREINSURANCE.GOV,State/Local Govt,Non-Federal Agency,Dover,DE
DELDOT.GOV,State/Local Govt,Non-Federal Agency,Dover,DE
DEVAZ.GOV,State/Local Govt,Non-Federal Agency,Phoenix,AZ
DIGITALARIZONA.GOV,State/Local Govt,Non-Federal Agency,Phoenix,AZ
DIGITALAZ.GOV,State/Local Govt,Non-Federal Agency,Phoenix,AZ
DMG.GOV,State/Local Govt,Non-Federal Agency,Barstow,CA
DNSSECOHIO.GOV,State/Local Govt,Non-Federal Agency,Columbus,OH
DNSTESTOHIO.GOV,State/Local Govt,Non-Federal Agency,Columbus,OH
DOJMT.GOV,State/Local Govt,Non-Federal Agency,Helena,MT
DOSEOFREALITYWI.GOV,State/Local Govt,Non-Federal Agency,Madison,WI
DOUBLECHECKIOWA.GOV,State/Local Govt,Non-Federal Agency,Des Moines,IA
DRIVENC.GOV,State/Local Govt,Non-Federal Agency,Raleigh,NC
DWGPA.GOV,State/Local Govt,Non-Federal Agency,Delaware Water Gap,PA
EDUCATEIOWA.GOV,State/Local Govt,Non-Federal Agency,Des Moines,IA
EFILETEXAS.GOV,State/Local Govt,Non-Federal Agency,Austin,TX
EHAWAII.GOV,State/Local Govt,Non-Federal Agency,Honolulu,HI
EISGATEWAYPACIFICWA.GOV,State/Local Govt,Non-Federal Agency,Lacey,WA
ELEARNINGNC.GOV,State/Local Govt,Non-Federal Agency,Raleigh,NC
ENERGYSWITCHMA.GOV,State/Local Govt,Non-Federal Agency,Boston,MA
EWYOMING.GOV,State/Local Govt,Non-Federal Agency,Cheyenne,WY
FDOT.GOV,State/Local Govt,Non-Federal Agency,Tallahassee,FL
FILELOCAL-WA.GOV,State/Local Govt,Non-Federal Agency,Seattle,WA
FIRSTNETME.GOV,State/Local Govt,Non-Federal Agency,Augusta,ME
FIRSTTHINGSFIRSTAZ.GOV,State/Local Govt,Non-Federal Agency,Phoenix,AZ
FL.GOV,State/Local Govt,Non-Federal Agency,Tallahassee,FL
FLBOARDOFMEDICINE.GOV,State/Local Govt,Non-Federal Agency,TALLAHASSEE,FL
FLCOURTS1.GOV,State/Local Govt,Non-Federal Agency,Pensacola,FL
FLCRC.GOV,State/Local Govt,Non-Federal Agency,Tallahassee,FL
FLDOI.GOV,State/Local Govt,Non-Federal Agency,Tallahassee,FL
FLHEALTH.GOV,State/Local Govt,Non-Federal Agency,Tallahassee,FL
FLHEALTHCOMPLAINT.GOV,State/Local Govt,Non-Federal Agency,Tallahassee,FL
FLHEALTHSOURCE.GOV,State/Local Govt,Non-Federal Agency,Tallahassee,FL
FLHISTORICCAPITOL.GOV,State/Local Govt,Non-Federal Agency,Tallahassee,FL
FLHOUSE.GOV,State/Local Govt,Non-Federal Agency,Tallahassee,FL
FLHSMV.GOV,State/Local Govt,Non-Federal Agency,Tallahassee,FL
FLLEG.GOV,State/Local Govt,Non-Federal Agency,Tallahassee,FL
FLLEGISLATIVEMAILINGS.GOV,State/Local Govt,Non-Federal Agency,Tallahassee,FL
FLORIDA.GOV,State/Local Govt,Non-Federal Agency,Tallahassee,FL
FLORIDAABUSEHOTLINE.GOV,State/Local Govt,Non-Federal Agency,Tallahassee,FL
FLORIDAHEALTH.GOV,State/Local Govt,Non-Federal Agency,Tallahassee,FL
FLORIDAHEALTHFINDER.GOV,State/Local Govt,Non-Federal Agency,Tallahassee,FL
FLORIDALOBBYIST.GOV,State/Local Govt,Non-Federal Agency,Tallahassee,FL
FLORIDANET.GOV,State/Local Govt,Non-Federal Agency,Tallahassee,FL
FLORIDAOPC.GOV,State/Local Govt,Non-Federal Agency,Tallahassee,FL
FLORIDAPACE.GOV,State/Local Govt,Non-Federal Agency,Kissimmee,FL
FLORIDAREDISTRICTING.GOV,State/Local Govt,Non-Federal Agency,Tallahassee,FL
FLORIDASACUPUNCTURE.GOV,State/Local Govt,Non-Federal Agency,TALLAHASSEE,FL
FLORIDASATHLETICTRAINING.GOV,State/Local Govt,Non-Federal Agency,TALLAHASSEE,FL
FLORIDASCHIROPRACTICMEDICINE.GOV,State/Local Govt,Non-Federal Agency,TALLAHASSEE,FL
FLORIDASCHOOLBUSSAFETY.GOV,State/Local Govt,Non-Federal Agency,Tallahassee,FL
FLORIDASCLINICALLABS.GOV,State/Local Govt,Non-Federal Agency,TALLAHASSEE,FL
FLORIDASDENTISTRY.GOV,State/Local Govt,Non-Federal Agency,TALLAHASSEE,FL
FLORIDASENATE.GOV,State/Local Govt,Non-Federal Agency,Tallahassee,FL
FLORIDASHEALTH.GOV,State/Local Govt,Non-Federal Agency,Tallahassee,FL
FLORIDASHEARINGAIDSPECIALISTS.GOV,State/Local Govt,Non-Federal Agency,TALLAHASSEE,FL
FLORIDASMASSAGETHERAPY.GOV,State/Local Govt,Non-Federal Agency,TALLAHASSEE,FL
FLORIDASMENTALHEALTHPROFESSIONS.GOV,State/Local Govt,Non-Federal Agency,TALLAHASSEE,FL
FLORIDASNURSING.GOV,State/Local Govt,Non-Federal Agency,TALLAHASSEE,FL
FLORIDASNURSINGHOMEADMIN.GOV,State/Local Govt,Non-Federal Agency,TALLAHASSEE,FL
FLORIDASOCCUPATIONALTHERAPY.GOV,State/Local Govt,Non-Federal Agency,TALLAHASSEE,FL
FLORIDASOPTICIANRY.GOV,State/Local Govt,Non-Federal Agency,TALLAHASSEE,FL
FLORIDASOPTOMETRY.GOV,State/Local Govt,Non-Federal Agency,TALLAHASSEE,FL
FLORIDASORTHOTISTSPROSTHETISTS.GOV,State/Local Govt,Non-Federal Agency,TALLAHASSEE,FL
FLORIDASOSTEOPATHICMEDICINE.GOV,State/Local Govt,Non-Federal Agency,TALLAHASSEE,FL
FLORIDASPHARMACY.GOV,State/Local Govt,Non-Federal Agency,TALLAHASSEE,FL
FLORIDASPHYSICALTHERAPY.GOV,State/Local Govt,Non-Federal Agency,TALLAHASSEE,FL
FLORIDASPODIATRICMEDICINE.GOV,State/Local Govt,Non-Federal Agency,TALLAHASSEE,FL
FLORIDASPSYCHOLOGY.GOV,State/Local Govt,Non-Federal Agency,TALLAHASSEE,FL
