Domain Name,Domain Type,Agency,City,State,Status
NFR-NSN.GOV,Native Sovereign Nation,Indian Affairs,North Fork,CA,ACTIVE
NFRIHA-NSN.GOV,Native Sovereign Nation,Indian Affairs,North Fork,CA,ACTIVE
NINILCHIKTRIBE-NSN.GOV,Native Sovereign Nation,Indian Affairs,Ninilchik,AK,ACTIVE
NISQUALLY-NSN.GOV,Native Sovereign Nation,Indian Affairs,Olympia,WA,ACTIVE
NOOKSACK-NSN.GOV,Native Sovereign Nation,Indian Affairs,Deming,WA,ACTIVE
NORTHFORKRANCHERIA-NSN.GOV,Native Sovereign Nation,Indian Affairs,North Fork ,CA,ACTIVE
NVB-NSN.GOV,Native Sovereign Nation,Indian Affairs,Barrow,AK,ACTIVE
OHKAYOWINGEH-NSN.GOV,Native Sovereign Nation,Indian Affairs,San Juan Pueblo,NM,ACTIVE
OMAHA-NSN.GOV,Native Sovereign Nation,Indian Affairs,Macy,NE,ACTIVE
ONEIDA-NSN.GOV,Native Sovereign Nation,Indian Affairs,Oneida,WI,ACTIVE
OSAGECONGRESS-NSN.GOV,Native Sovereign Nation,Indian Affairs,Pawhuska,OK,ACTIVE
OSAGENATION-NSN.GOV,Native Sovereign Nation,Indian Affairs,Pawhuska,OK,ACTIVE
PASCUAYAQUI-NSN.GOV,Native Sovereign Nation,Indian Affairs,Tucson,AZ,ACTIVE
PASKENTA-NSN.GOV,Native Sovereign Nation,Indian Affairs,Corning,CA,ACTIVE
PAUMA-NSN.GOV,Native Sovereign Nation,Indian Affairs,Pauma Valley,CA,ACTIVE
PCI-NSN.GOV,Native Sovereign Nation,Indian Affairs,Atmore,AL,ACTIVE
PECHANGA-NSN.GOV,Native Sovereign Nation,Indian Affairs,Temecula,CA,ACTIVE
PEQUOT-NSN.GOV,Native Sovereign Nation,Indian Affairs,Mashantucket,CT,ACTIVE
PHC-NSN.GOV,Native Sovereign Nation,Indian Affairs,Princeton,ME,ACTIVE
POARCHCREEKINDIANS-NSN.GOV,Native Sovereign Nation,Indian Affairs,ATMORE,AL,ACTIVE
POKAGONBAND-NSN.GOV,Native Sovereign Nation,Indian Affairs,DOWAGIAC,MI,ACTIVE
POL-NSN.GOV,Native Sovereign Nation,Indian Affairs,Laguna,NM,ACTIVE
PUYALLUPTRIBE-NSN.GOV,Native Sovereign Nation,Indian Affairs,Tacoma,WA,ACTIVE
QVIR-NSN.GOV,Native Sovereign Nation,Indian Affairs,Fort jones,CA,ACTIVE
RAMONA-NSN.GOV,Native Sovereign Nation,Indian Affairs,Anza,CA,ACTIVE
REDCLIFF-NSN.GOV,Native Sovereign Nation,Indian Affairs,Bayfield,WI,ACTIVE
ROSEBUDSIOUXTRIBE-NSN.GOV,Native Sovereign Nation,Indian Affairs,Rosebud,SD,ACTIVE
RST-NSN.GOV,Native Sovereign Nation,Indian Affairs,Rosebud,SD,ACTIVE
RSTWATER-NSN.GOV,Native Sovereign Nation,Indian Affairs,Rosebud,SD,ACTIVE
SACANDFOXNATION-NSN.GOV,Native Sovereign Nation,Indian Affairs,Stroud,OK,ACTIVE
SANMANUEL-NSN.GOV,Native Sovereign Nation,Indian Affairs,Highland,CA,ACTIVE
SANTAANA-NSN.GOV,Native Sovereign Nation,Indian Affairs,Santa Ana,NM,ACTIVE
SANTAROSACAHUILLA-NSN.GOV,Native Sovereign Nation,Indian Affairs,Anza,CA,ACTIVE
SCAT-NSN.GOV,Native Sovereign Nation,Indian Affairs,Peridot,AZ,ACTIVE
SCC-NSN.GOV,Native Sovereign Nation,Indian Affairs,Crandon,WI,ACTIVE
SEMINOLENATION-NSN.GOV,Native Sovereign Nation,Indian Affairs,Wewoka,OK,ACTIVE
SHOALWATERBAY-NSN.GOV,Native Sovereign Nation,Indian Affairs,Tokeland,WA,ACTIVE
SIR-NSN.GOV,Native Sovereign Nation,Indian Affairs,Susanville,CA,ACTIVE
SITKATRIBE-NSN.GOV,Native Sovereign Nation,Indian Affairs,Sitka,AK,ACTIVE
SNO-NSN.GOV,Native Sovereign Nation,Indian Affairs,Wewoka,OK,ACTIVE
SOBOBA-NSN.GOV,Native Sovereign Nation,Indian Affairs,San Jacinto,CA,ACTIVE
SOUTHERNUTE-NSN.GOV,Native Sovereign Nation,Indian Affairs,IGNACIO,CO,ACTIVE
SRMT-NSN.GOV,Native Sovereign Nation,Indian Affairs,Akwesasne,NY,ACTIVE
SRPMIC-NSN.GOV,Native Sovereign Nation,Indian Affairs,Scottsdale,AZ,ACTIVE
SUSANVILLEINDIANRANCHERIA-NSN.GOV,Native Sovereign Nation,Indian Affairs,Susanville,CA,ACTIVE
SWINOMISH-NSN.GOV,Native Sovereign Nation,Indian Affairs,La Conner,WA,ACTIVE
SWO-NSN.GOV,Native Sovereign Nation,Indian Affairs,Agency Village,SD,ACTIVE
SYCUAN-NSN.GOV,Native Sovereign Nation,Indian Affairs,El Cajon,CA,ACTIVE
TACHI-YOKUT-NSN.GOV,Native Sovereign Nation,Indian Affairs,Lemoore,CA,ACTIVE
TAMAYA-NSN.GOV,Native Sovereign Nation,Indian Affairs,Santa Ana,NM,ACTIVE
TEJONINDIANTRIBE-NSN.GOV,Native Sovereign Nation,Indian Affairs,Bakersfield,CA,ACTIVE
TMDCI-NSN.GOV,Native Sovereign Nation,Indian Affairs,Thermal,CA,ACTIVE
TOLOWA-NSN.GOV,Native Sovereign Nation,Indian Affairs,Smith River,CA,ACTIVE
TONATION-NSN.GOV,Native Sovereign Nation,Indian Affairs,Sells,AZ,ACTIVE
TORRESMARTINEZ-NSN.GOV,Native Sovereign Nation,Indian Affairs,Thermal,CA,ACTIVE
TULALIP-NSN.GOV,Native Sovereign Nation,Indian Affairs,Tulalip,WA,ACTIVE
TULALIPAIR-NSN.GOV,Native Sovereign Nation,Indian Affairs,Tulalip,WA,ACTIVE
TULALIPTRIBES-NSN.GOV,Native Sovereign Nation,Indian Affairs,Tulalip,WA,ACTIVE
TULERIVERTRIBE-NSN.GOV,Native Sovereign Nation,Indian Affairs,Porterville,CA,ACTIVE
TWENTYNINEPALMSBOMI-NSN.GOV,Native Sovereign Nation,Indian Affairs,Coachella,CA,ACTIVE
UKB-NSN.GOV,Native Sovereign Nation,Indian Affairs,Tahlequah,OK,ACTIVE
UPPERSIOUXCOMMUNITY-NSN.GOV,Native Sovereign Nation,Indian Affairs,Granite Falls,MN,ACTIVE
VIEJAS-NSN.GOV,Native Sovereign Nation,Indian Affairs,Alpine,CA,ACTIVE
WARMSPRINGS-NSN.GOV,Native Sovereign Nation,Indian Affairs,Warm Springs,OR,ACTIVE
WESTERNPEQUOT-NSN.GOV,Native Sovereign Nation,Indian Affairs,Mashantucket,CT,ACTIVE
WHITEEARTH-NSN.GOV,Native Sovereign Nation,Indian Affairs,Ogema,MN,ACTIVE
WILTONRANCHERIA-NSN.GOV,Native Sovereign Nation,Indian Affairs,Elk Grove,CA,ACTIVE
WINNEMUCCAINDIANCOLONYOFNEVADA-NSN.GOV,Native Sovereign Nation,Indian Affairs,Winnemucca,NV,ACTIVE
WYANDOTTE-NATION-NSN.GOV,Native Sovereign Nation,Indian Affairs,Wyandotte,OK,ACTIVE
YAKAMAFISH-NSN.GOV,Native Sovereign Nation,Indian Affairs,Toppenish,WA,ACTIVE
YAKAMANATION-NSN.GOV,Native Sovereign Nation,Indian Affairs,Toppenish,WA,ACTIVE
YOCHADEHE-NSN.GOV,Native Sovereign Nation,Indian Affairs,Brooks,CA,ACTIVE
YPT-NSN.GOV,Native Sovereign Nation,Indian Affairs,Yerington,NV,ACTIVE
CHILKAT-NSN.GOV,Native Sovereign Nation,Non-Federal Agency,Haines,AK,ACTIVE
DINEH-NSN.GOV,Native Sovereign Nation,Non-Federal Agency,Window Rock,AZ,ACTIVE
LRBOI-NSN.GOV,Native Sovereign Nation,Non-Federal Agency,Manistee,MI,ACTIVE
NAVAJO-NSN.GOV,Native Sovereign Nation,Non-Federal Agency,Window Rock,AZ,ACTIVE
YDSP-NSN.GOV,Native Sovereign Nation,Non-Federal Agency,El Pas,TX,ACTIVE
