Domain Name,Domain Type,Agency,City,State
CERESCO-NE.GOV,City,Non-Federal Agency,Ceresco,NE
CGAZ.GOV,City,Non-Federal Agency,Casa Grande,AZ
CHADDSFORDPA.GOV,City,Non-Federal Agency,Chadds Ford,PA
CHAMBERSBURGPA.GOV,City,Non-Federal Agency,Chambersburg,PA
CHAMBLEEGA.GOV,City,Non-Federal Agency,Chamblee,GA
CHARLESTON-SC.GOV,City,Non-Federal Agency,Charleston,SC
CHARLESTONWV.GOV,City,Non-Federal Agency,Charleston,WV
CHARLESTOWN-NH.GOV,City,Non-Federal Agency,Charlestown,NH
CHARLOTTENC.GOV,City,Non-Federal Agency,Charlotte,NC
CHARLOTTESVILLEVA.GOV,City,Non-Federal Agency,Charlottesville,VA
CHATHAM-MA.GOV,City,Non-Federal Agency,Chatham,MA
CHATHAM-VA.GOV,City,Non-Federal Agency,Chatham,VA
CHATHAMTOWNSHIP-NJ.GOV,City,Non-Federal Agency,Chatham,NJ
CHATSWORTHGA.GOV,City,Non-Federal Agency,Chatsworth,GA
CHATTANOOGA.GOV,City,Non-Federal Agency,Chattanooga,TN
CHELSEAMA.GOV,City,Non-Federal Agency,Chelsea,MA
CHESAPEAKECITY-MD.GOV,City,Non-Federal Agency,Chesapeake City,MD
CHESHIRE-MA.GOV,City,Non-Federal Agency,Cheshire,MA
CHESTER-NY.GOV,City,Non-Federal Agency,Chester,NY
CHESTNUTHILLTWP-PA.GOV,City,Non-Federal Agency,Brodheadsville,PA
CHEVERLY-MD.GOV,City,Non-Federal Agency,Cheverly,MD
CHEVYCHASEVILLAGEMD.GOV,City,Non-Federal Agency,Chevy Chase,MD
CHICOCA.GOV,City,Non-Federal Agency,Chico,CA
CHICOPEEMA.GOV,City,Non-Federal Agency,Chicopee,MA
CHILMARKMA.GOV,City,Non-Federal Agency,Chilmark,MA
CHINAGROVENC.GOV,City,Non-Federal Agency,China Grove,NC
CHINCOTEAGUE-VA.GOV,City,Non-Federal Agency,Chincoteague,VA
CHIPPEWAFALLS-WI.GOV,City,Non-Federal Agency,Chippewa Falls,WI
CHOWANCOUNTY-NC.GOV,City,Non-Federal Agency,Edenton,NC
CHURCHHILLTN.GOV,City,Non-Federal Agency,Church Hill,TN
CIBOLOTX.GOV,City,Non-Federal Agency,Cibolo,TX
CINCINNATI-OH.GOV,City,Non-Federal Agency,Cincinnati,OH
CINCINNATIOHIO.GOV,City,Non-Federal Agency,Cincinnati,OH
CITYKANKAKEE-IL.GOV,City,Non-Federal Agency,KANKAKEE,IL
CITYOFADAMS-WI.GOV,City,Non-Federal Agency,Adams,WI
CITYOFAIKENSC.GOV,City,Non-Federal Agency,Aiken,SC
CITYOFALAMEDACA.GOV,City,Non-Federal Agency,Alameda,CA
CITYOFALBIONMI.GOV,City,Non-Federal Agency,albion,MI
CITYOFALCOA-TN.GOV,City,Non-Federal Agency,Alcoa,TN
CITYOFALGOODTN.GOV,City,Non-Federal Agency,Algood,TN
CITYOFALMAGA.GOV,City,Non-Federal Agency,Alma,GA
CITYOFBAKERLA.GOV,City,Non-Federal Agency,Baker ,LA
CITYOFBELOITWI.GOV,City,Non-Federal Agency,Beloit,WI
CITYOFBENTONHARBORMI.GOV,City,Non-Federal Agency,Benton Harbor,MI
CITYOFBLUERIDGEGA.GOV,City,Non-Federal Agency,Blue Ridge,GA
CITYOFBOWIEMD.GOV,City,Non-Federal Agency,Bowie,MD
CITYOFBOWMANGA.GOV,City,Non-Federal Agency,Bowman,GA
CITYOFBRUNSWICK-GA.GOV,City,Non-Federal Agency,Brunswick,GA
CITYOFCANALFULTON-OH.GOV,City,Non-Federal Agency,Canal Fulton,OH
CITYOFCAYCE-SC.GOV,City,Non-Federal Agency,Cayce,SC
CITYOFCHETEK-WI.GOV,City,Non-Federal Agency,Chetek,WI
CITYOFCHOTEAU-MT.GOV,City,Non-Federal Agency,Choteau,MT
CITYOFCONWAY-AR.GOV,City,Non-Federal Agency,Conway,AR
CITYOFCOWETA-OK.GOV,City,Non-Federal Agency,Coweta,OK
CITYOFCRISFIELD-MD.GOV,City,Non-Federal Agency,Crisfield,MD
CITYOFCUDAHYCA.GOV,City,Non-Federal Agency,Cudahy,CA
CITYOFDALTON-GA.GOV,City,Non-Federal Agency,Dalton,GA
CITYOFDOUGLASGA.GOV,City,Non-Federal Agency,Douglas,GA
CITYOFDOVERIDAHO.GOV,City,Non-Federal Agency,Dover,ID
CITYOFDUNBARWV.GOV,City,Non-Federal Agency,Dunbar,WV
CITYOFDUPONTWA.GOV,City,Non-Federal Agency,DuPont,WA
CITYOFENGLEWOOD-NJ.GOV,City,Non-Federal Agency,Englewood,NJ
CITYOFEUDORAKS.GOV,City,Non-Federal Agency,Eudora,KS
CITYOFFAIRFAX-MN.GOV,City,Non-Federal Agency,Fairfax,MN
CITYOFFARMERSVILLE-CA.GOV,City,Non-Federal Agency,Farmersville,CA
CITYOFFARMINGTON-AR.GOV,City,Non-Federal Agency,Farmington,AR
CITYOFFOLKSTON-GA.GOV,City,Non-Federal Agency,Folkston,GA
CITYOFFORTOGLETHORPEGA.GOV,City,Non-Federal Agency,FORT OGLETHORPE,GA
CITYOFGAFFNEY-SC.GOV,City,Non-Federal Agency,Gaffney,SC
CITYOFGALENAPARK-TX.GOV,City,Non-Federal Agency,Galena Park,TX
CITYOFGRAVETTE-AR.GOV,City,Non-Federal Agency,Gravette,AR
CITYOFGUNNISON-CO.GOV,City,Non-Federal Agency,Gunnison,CO
CITYOFHAMPTON-GA.GOV,City,Non-Federal Agency,Hampton,GA
CITYOFHARRISON-MI.GOV,City,Non-Federal Agency,Harrison,MI
CITYOFHAYWARDWI.GOV,City,Non-Federal Agency,Hayward,WI
CITYOFHIRAMGA.GOV,City,Non-Federal Agency,HIRAM,GA
CITYOFHOKAH-MN.GOV,City,Non-Federal Agency,Hokah,MN
CITYOFHOMER-AK.GOV,City,Non-Federal Agency,Homer,AK
CITYOFHUMBLE-TX.GOV,City,Non-Federal Agency,Humble,TX
CITYOFHUMBLETX.GOV,City,Non-Federal Agency,Humble,TX
CITYOFKEYWEST-FL.GOV,City,Non-Federal Agency,Key West,FL
CITYOFKINGMAN.GOV,City,Non-Federal Agency,Kingman,AZ
CITYOFKINGSBURG-CA.GOV,City,Non-Federal Agency,Kingsburg,CA
CITYOFLACRESCENT-MN.GOV,City,Non-Federal Agency,La Crescent,MN
CITYOFLAGRANGEMO.GOV,City,Non-Federal Agency,LaGrange,MO
CITYOFLAHABRA-CA.GOV,City,Non-Federal Agency,LA HABRA,CA
CITYOFLENEXA-KS.GOV,City,Non-Federal Agency,Lenexa,KS
CITYOFLENEXAKS.GOV,City,Non-Federal Agency,Lenexa,KS
CITYOFLINCOLN-IL.GOV,City,Non-Federal Agency,Lincoln,IL
CITYOFLINDALETX.GOV,City,Non-Federal Agency,LINDALE,TX
CITYOFLISBON-IA.GOV,City,Non-Federal Agency,Lisbon,IA
CITYOFLUBBOCKTX.GOV,City,Non-Federal Agency,Lubbock,TX
CITYOFMACON-MO.GOV,City,Non-Federal Agency,Macon,MO
CITYOFMARIONIL.GOV,City,Non-Federal Agency,Marion,IL
CITYOFMARIONWI.GOV,City,Non-Federal Agency,MARION,WI
CITYOFMCCAYSVILLEGA.GOV,City,Non-Federal Agency,McCaysville,GA
CITYOFMIDLANDMI.GOV,City,Non-Federal Agency,Midland,MI
CITYOFMILLBROOK-AL.GOV,City,Non-Federal Agency,Millbrook,AL
CITYOFMILLENGA.GOV,City,Non-Federal Agency,Millen,GA
CITYOFMONONGAHELA-PA.GOV,City,Non-Federal Agency,Monongahela,PA
CITYOFMORROWGA.GOV,City,Non-Federal Agency,Morrow,GA
CITYOFMTVERNON-IA.GOV,City,Non-Federal Agency,Mount Vernon,IA
CITYOFNANTICOKE-PA.GOV,City,Non-Federal Agency,Nanticoke,PA
CITYOFNEWBURGH-NY.GOV,City,Non-Federal Agency,Newburgh,NY
CITYOFNEWULM-MN.GOV,City,Non-Federal Agency,New Ulm,MN
CITYOFNORMANDY.GOV,City,Non-Federal Agency,St. Louis,MO
CITYOFOMAHA-NE.GOV,City,Non-Federal Agency,Omaha,NE
CITYOFPACIFICWA.GOV,City,Non-Federal Agency,Pacific,WA
CITYOFPALMVALLEY-TX.GOV,City,Non-Federal Agency,Harlingen,TX
CITYOFPARISTN.GOV,City,Non-Federal Agency,Paris,TN
CITYOFPARMA-OH.GOV,City,Non-Federal Agency,Parma,OH
CITYOFPATTERSONLA.GOV,City,Non-Federal Agency,Patterson,LA
CITYOFPEARLANDTX.GOV,City,Non-Federal Agency,Pearland,TX
CITYOFPHOENIX.GOV,City,Non-Federal Agency,Phoenix,AZ
CITYOFPIGEONFORGETN.GOV,City,Non-Federal Agency,Pigeon Forge,TN
CITYOFPLAINVILLE-KS.GOV,City,Non-Federal Agency,Plainville,KS
